"","subjID","trialNumber","role","util","p","k","ksay","callBS","lie"
"1","sona-29975",1,"sender","red",0.2,3,7,FALSE,1
"2","sona-29975",3,"sender","red",0.2,5,7,FALSE,1
"3","sona-29975",5,"sender","red",0.2,2,2,FALSE,0
"4","sona-29975",7,"sender","red",0.2,9,9,TRUE,0
"5","sona-29975",9,"sender","red",0.2,1,1,FALSE,0
"6","sona-29975",11,"sender","red",0.2,2,3,FALSE,1
"7","sona-29975",13,"sender","red",0.2,4,6,FALSE,1
"8","sona-29975",15,"sender","red",0.2,3,4,FALSE,1
"9","sona-29975",17,"sender","red",0.2,1,1,FALSE,0
"10","sona-29975",19,"sender","red",0.2,5,8,TRUE,1
"11","sona-29975",21,"sender","red",0.2,1,1,FALSE,0
"12","sona-29975",23,"sender","red",0.2,4,4,TRUE,0
"13","sona-29975",25,"sender","red",0.2,7,7,TRUE,0
"14","sona-29975",27,"sender","red",0.2,4,4,TRUE,0
"15","sona-29975",29,"sender","red",0.2,1,1,FALSE,0
"16","sona-29975",31,"sender","red",0.2,1,1,FALSE,0
"17","sona-29975",33,"sender","red",0.2,0,0,FALSE,0
"18","sona-29975",35,"sender","red",0.2,5,5,TRUE,0
"19","sona-29975",37,"sender","red",0.2,2,2,FALSE,0
"20","sona-29975",39,"sender","red",0.2,2,2,FALSE,0
"21","sona-29975",41,"sender","red",0.2,2,2,FALSE,0
"22","sona-29975",43,"sender","red",0.2,5,6,TRUE,1
"23","sona-29975",45,"sender","red",0.2,2,2,FALSE,0
"24","sona-29975",47,"sender","red",0.2,2,1,FALSE,1
"25","sona-29975",49,"sender","red",0.2,0,0,FALSE,0
"26","sona-29975",51,"sender","red",0.2,2,2,TRUE,0
"27","sona-29975",53,"sender","red",0.2,1,1,FALSE,0
"28","sona-29975",55,"sender","red",0.2,3,3,FALSE,0
"29","sona-29975",57,"sender","red",0.2,1,1,FALSE,0
"30","sona-29975",59,"sender","red",0.2,3,7,TRUE,1
"31","sona-29975",61,"sender","red",0.2,6,9,TRUE,1
"32","sona-29975",63,"sender","red",0.2,3,3,FALSE,0
"33","sona-29975",65,"sender","red",0.2,2,2,FALSE,0
"34","sona-29975",67,"sender","red",0.2,3,6,TRUE,1
"35","sona-29975",69,"sender","red",0.2,2,5,FALSE,1
"36","sona-29975",71,"sender","red",0.2,3,7,TRUE,1
"37","sona-29975",73,"sender","red",0.2,4,6,FALSE,1
"38","sona-29975",75,"sender","red",0.2,1,1,FALSE,0
"39","sona-29975",77,"sender","red",0.2,3,4,TRUE,1
"40","sona-29975",79,"sender","red",0.2,2,3,FALSE,1
"41","sona-29975",81,"sender","red",0.2,10,9,TRUE,1
"42","sona-29975",83,"sender","red",0.2,3,3,FALSE,0
"43","sona-29975",85,"sender","red",0.2,1,1,FALSE,0
"44","sona-29975",87,"sender","red",0.2,4,5,FALSE,1
"45","sona-29975",89,"sender","red",0.2,3,8,FALSE,1
"46","sona-29975",91,"sender","red",0.2,1,1,FALSE,0
"47","sona-29975",93,"sender","red",0.2,2,2,FALSE,0
"48","sona-29975",95,"sender","red",0.2,8,8,FALSE,0
"49","sona-29975",97,"sender","red",0.2,2,2,FALSE,0
"50","sona-29975",99,"sender","red",0.2,2,2,FALSE,0
"51","sona-27711",2,"sender","red",0.2,3,3,FALSE,0
"52","sona-27711",4,"sender","red",0.2,3,2,FALSE,1
"53","sona-27711",6,"sender","red",0.2,3,4,FALSE,1
"54","sona-27711",8,"sender","red",0.2,1,1,FALSE,0
"55","sona-27711",10,"sender","red",0.2,1,1,FALSE,0
"56","sona-27711",12,"sender","red",0.2,9,9,FALSE,0
"57","sona-27711",14,"sender","red",0.2,1,2,FALSE,1
"58","sona-27711",16,"sender","red",0.2,1,3,TRUE,1
"59","sona-27711",18,"sender","red",0.2,1,1,FALSE,0
"60","sona-27711",20,"sender","red",0.2,1,2,FALSE,1
"61","sona-27711",22,"sender","red",0.2,1,4,FALSE,1
"62","sona-27711",24,"sender","red",0.2,2,2,FALSE,0
"63","sona-27711",26,"sender","red",0.2,0,3,FALSE,1
"64","sona-27711",28,"sender","red",0.2,5,5,FALSE,0
"65","sona-27711",30,"sender","red",0.2,1,0,FALSE,1
"66","sona-27711",32,"sender","red",0.2,0,2,FALSE,1
"67","sona-27711",34,"sender","red",0.2,2,2,TRUE,0
"68","sona-27711",36,"sender","red",0.2,6,6,TRUE,0
"69","sona-27711",38,"sender","red",0.2,3,4,TRUE,1
"70","sona-27711",40,"sender","red",0.2,3,3,FALSE,0
"71","sona-27711",42,"sender","red",0.2,3,2,FALSE,1
"72","sona-27711",44,"sender","red",0.2,1,3,TRUE,1
"73","sona-27711",46,"sender","red",0.2,0,0,FALSE,0
"74","sona-27711",48,"sender","red",0.2,2,2,FALSE,0
"75","sona-27711",50,"sender","red",0.2,2,2,TRUE,0
"76","sona-27711",52,"sender","red",0.2,1,0,FALSE,1
"77","sona-27711",54,"sender","red",0.2,3,4,TRUE,1
"78","sona-27711",56,"sender","red",0.2,3,5,TRUE,1
"79","sona-27711",58,"sender","red",0.2,2,2,FALSE,0
"80","sona-27711",60,"sender","red",0.2,1,1,FALSE,0
"81","sona-27711",62,"sender","red",0.2,1,1,FALSE,0
"82","sona-27711",64,"sender","red",0.2,2,2,FALSE,0
"83","sona-27711",66,"sender","red",0.2,0,0,FALSE,0
"84","sona-27711",68,"sender","red",0.2,2,4,TRUE,1
"85","sona-27711",70,"sender","red",0.2,1,6,FALSE,1
"86","sona-27711",72,"sender","red",0.2,2,2,FALSE,0
"87","sona-27711",74,"sender","red",0.2,2,3,FALSE,1
"88","sona-27711",76,"sender","red",0.2,1,1,FALSE,0
"89","sona-27711",78,"sender","red",0.2,5,5,FALSE,0
"90","sona-27711",80,"sender","red",0.2,2,2,FALSE,0
"91","sona-27711",82,"sender","red",0.2,7,7,FALSE,0
"92","sona-27711",84,"sender","red",0.2,2,2,FALSE,0
"93","sona-27711",86,"sender","red",0.2,8,8,TRUE,0
"94","sona-27711",88,"sender","red",0.2,2,4,FALSE,1
"95","sona-27711",90,"sender","red",0.2,2,1,FALSE,1
"96","sona-27711",92,"sender","red",0.2,1,3,FALSE,1
"97","sona-27711",94,"sender","red",0.2,2,2,FALSE,0
"98","sona-27711",96,"sender","red",0.2,10,10,TRUE,0
"99","sona-27711",98,"sender","red",0.2,2,3,FALSE,1
"100","sona-27711",100,"sender","red",0.2,1,0,FALSE,1
"101","sona-29934",1,"sender","red",0.2,3,3,TRUE,0
"102","sona-29934",3,"sender","red",0.2,2,4,FALSE,1
"103","sona-29934",5,"sender","red",0.2,1,2,FALSE,1
"104","sona-29934",7,"sender","red",0.2,1,3,FALSE,1
"105","sona-29934",9,"sender","red",0.2,3,3,TRUE,0
"106","sona-29934",11,"sender","red",0.2,0,2,FALSE,1
"107","sona-29934",13,"sender","red",0.2,3,4,TRUE,1
"108","sona-29934",15,"sender","red",0.2,2,1,FALSE,1
"109","sona-29934",17,"sender","red",0.2,2,3,FALSE,1
"110","sona-29934",19,"sender","red",0.2,3,3,FALSE,0
"111","sona-29934",21,"sender","red",0.2,1,1,FALSE,0
"112","sona-29934",23,"sender","red",0.2,4,3,FALSE,1
"113","sona-29934",25,"sender","red",0.2,4,4,FALSE,0
"114","sona-29934",27,"sender","red",0.2,1,0,FALSE,1
"115","sona-29934",29,"sender","red",0.2,9,8,TRUE,1
"116","sona-29934",31,"sender","red",0.2,2,4,TRUE,1
"117","sona-29934",33,"sender","red",0.2,2,1,FALSE,1
"118","sona-29934",35,"sender","red",0.2,3,3,TRUE,0
"119","sona-29934",37,"sender","red",0.2,2,6,FALSE,1
"120","sona-29934",39,"sender","red",0.2,3,2,FALSE,1
"121","sona-29934",41,"sender","red",0.2,2,1,FALSE,1
"122","sona-29934",43,"sender","red",0.2,4,3,TRUE,1
"123","sona-29934",45,"sender","red",0.2,0,1,FALSE,1
"124","sona-29934",47,"sender","red",0.2,5,5,TRUE,0
"125","sona-29934",49,"sender","red",0.2,2,3,FALSE,1
"126","sona-29934",51,"sender","red",0.2,2,4,FALSE,1
"127","sona-29934",53,"sender","red",0.2,0,2,FALSE,1
"128","sona-29934",55,"sender","red",0.2,1,1,FALSE,0
"129","sona-29934",57,"sender","red",0.2,0,4,TRUE,1
"130","sona-29934",59,"sender","red",0.2,8,6,FALSE,1
"131","sona-29934",61,"sender","red",0.2,10,9,TRUE,1
"132","sona-29934",63,"sender","red",0.2,2,1,FALSE,1
"133","sona-29934",65,"sender","red",0.2,2,3,FALSE,1
"134","sona-29934",67,"sender","red",0.2,5,5,TRUE,0
"135","sona-29934",69,"sender","red",0.2,3,2,FALSE,1
"136","sona-29934",71,"sender","red",0.2,0,3,FALSE,1
"137","sona-29934",73,"sender","red",0.2,7,8,TRUE,1
"138","sona-29934",75,"sender","red",0.2,1,1,FALSE,0
"139","sona-29934",77,"sender","red",0.2,3,2,FALSE,1
"140","sona-29934",79,"sender","red",0.2,2,4,FALSE,1
"141","sona-29934",81,"sender","red",0.2,3,1,FALSE,1
"142","sona-29934",83,"sender","red",0.2,1,0,FALSE,1
"143","sona-29934",85,"sender","red",0.2,1,1,FALSE,0
"144","sona-29934",87,"sender","red",0.2,1,0,FALSE,1
"145","sona-29934",89,"sender","red",0.2,2,3,FALSE,1
"146","sona-29934",91,"sender","red",0.2,1,1,FALSE,0
"147","sona-29934",93,"sender","red",0.2,3,2,FALSE,1
"148","sona-29934",95,"sender","red",0.2,3,4,FALSE,1
"149","sona-29934",97,"sender","red",0.2,6,5,TRUE,1
"150","sona-29934",99,"sender","red",0.2,2,4,FALSE,1
"151","sona-24039",2,"sender","red",0.5,5,5,TRUE,0
"152","sona-24039",4,"sender","red",0.5,6,7,TRUE,1
"153","sona-24039",6,"sender","red",0.5,4,3,FALSE,1
"154","sona-24039",8,"sender","red",0.5,4,4,FALSE,0
"155","sona-24039",10,"sender","red",0.5,8,8,TRUE,0
"156","sona-24039",12,"sender","red",0.5,5,4,FALSE,1
"157","sona-24039",14,"sender","red",0.5,5,6,TRUE,1
"158","sona-24039",16,"sender","red",0.5,8,8,FALSE,0
"159","sona-24039",18,"sender","red",0.5,10,10,TRUE,0
"160","sona-24039",20,"sender","red",0.5,2,2,FALSE,0
"161","sona-24039",22,"sender","red",0.5,6,6,TRUE,0
"162","sona-24039",24,"sender","red",0.5,6,6,FALSE,0
"163","sona-24039",26,"sender","red",0.5,5,5,TRUE,0
"164","sona-24039",28,"sender","red",0.5,7,6,TRUE,1
"165","sona-24039",30,"sender","red",0.5,5,4,FALSE,1
"166","sona-24039",32,"sender","red",0.5,6,7,FALSE,1
"167","sona-24039",34,"sender","red",0.5,4,4,FALSE,0
"168","sona-24039",36,"sender","red",0.5,6,6,FALSE,0
"169","sona-24039",38,"sender","red",0.5,5,5,FALSE,0
"170","sona-24039",40,"sender","red",0.5,9,9,TRUE,0
"171","sona-24039",42,"sender","red",0.5,4,5,TRUE,1
"172","sona-24039",44,"sender","red",0.5,7,6,FALSE,1
"173","sona-24039",46,"sender","red",0.5,3,4,FALSE,1
"174","sona-24039",48,"sender","red",0.5,6,6,TRUE,0
"175","sona-24039",50,"sender","red",0.5,2,8,TRUE,1
"176","sona-24039",52,"sender","red",0.5,3,7,TRUE,1
"177","sona-24039",54,"sender","red",0.5,2,8,TRUE,1
"178","sona-24039",56,"sender","red",0.5,8,8,TRUE,0
"179","sona-24039",58,"sender","red",0.5,4,4,FALSE,0
"180","sona-24039",60,"sender","red",0.5,7,7,FALSE,0
"181","sona-24039",62,"sender","red",0.5,6,7,TRUE,1
"182","sona-24039",64,"sender","red",0.5,4,4,FALSE,0
"183","sona-24039",66,"sender","red",0.5,4,6,TRUE,1
"184","sona-24039",68,"sender","red",0.5,7,6,TRUE,1
"185","sona-24039",70,"sender","red",0.5,6,7,TRUE,1
"186","sona-24039",72,"sender","red",0.5,4,4,FALSE,0
"187","sona-24039",74,"sender","red",0.5,3,6,TRUE,1
"188","sona-24039",76,"sender","red",0.5,4,4,FALSE,0
"189","sona-24039",78,"sender","red",0.5,8,2,FALSE,1
"190","sona-24039",80,"sender","red",0.5,3,3,TRUE,0
"191","sona-24039",82,"sender","red",0.5,1,1,FALSE,0
"192","sona-24039",84,"sender","red",0.5,5,5,TRUE,0
"193","sona-24039",86,"sender","red",0.5,4,5,TRUE,1
"194","sona-24039",88,"sender","red",0.5,6,6,FALSE,0
"195","sona-24039",90,"sender","red",0.5,5,7,TRUE,1
"196","sona-24039",92,"sender","red",0.5,6,6,TRUE,0
"197","sona-24039",94,"sender","red",0.5,2,2,FALSE,0
"198","sona-24039",96,"sender","red",0.5,0,0,FALSE,0
"199","sona-24039",98,"sender","red",0.5,7,7,TRUE,0
"200","sona-24039",100,"sender","red",0.5,6,7,TRUE,1
"201","sona-27906",1,"sender","red",0.5,6,6,TRUE,0
"202","sona-27906",3,"sender","red",0.5,6,8,TRUE,1
"203","sona-27906",5,"sender","red",0.5,4,2,FALSE,1
"204","sona-27906",7,"sender","red",0.5,9,9,TRUE,0
"205","sona-27906",9,"sender","red",0.5,2,6,TRUE,1
"206","sona-27906",11,"sender","red",0.5,3,3,FALSE,0
"207","sona-27906",13,"sender","red",0.5,4,4,TRUE,0
"208","sona-27906",15,"sender","red",0.5,5,5,TRUE,0
"209","sona-27906",17,"sender","red",0.5,4,4,FALSE,0
"210","sona-27906",19,"sender","red",0.5,6,8,TRUE,1
"211","sona-27906",21,"sender","red",0.5,3,3,FALSE,0
"212","sona-27906",23,"sender","red",0.5,10,10,TRUE,0
"213","sona-27906",25,"sender","red",0.5,6,4,FALSE,1
"214","sona-27906",27,"sender","red",0.5,7,1,FALSE,1
"215","sona-27906",29,"sender","red",0.5,4,4,TRUE,0
"216","sona-27906",31,"sender","red",0.5,8,8,TRUE,0
"217","sona-27906",33,"sender","red",0.5,6,6,TRUE,0
"218","sona-27906",35,"sender","red",0.5,6,6,TRUE,0
"219","sona-27906",37,"sender","red",0.5,5,5,FALSE,0
"220","sona-27906",39,"sender","red",0.5,0,0,FALSE,0
"221","sona-27906",41,"sender","red",0.5,3,6,FALSE,1
"222","sona-27906",43,"sender","red",0.5,5,5,TRUE,0
"223","sona-27906",45,"sender","red",0.5,4,4,FALSE,0
"224","sona-27906",47,"sender","red",0.5,3,3,FALSE,0
"225","sona-27906",49,"sender","red",0.5,3,3,FALSE,0
"226","sona-27906",51,"sender","red",0.5,4,6,FALSE,1
"227","sona-27906",53,"sender","red",0.5,7,4,FALSE,1
"228","sona-27906",55,"sender","red",0.5,3,6,TRUE,1
"229","sona-27906",57,"sender","red",0.5,4,7,TRUE,1
"230","sona-27906",59,"sender","red",0.5,6,6,TRUE,0
"231","sona-27906",61,"sender","red",0.5,4,4,FALSE,0
"232","sona-27906",63,"sender","red",0.5,4,9,FALSE,1
"233","sona-27906",65,"sender","red",0.5,6,6,FALSE,0
"234","sona-27906",67,"sender","red",0.5,5,5,TRUE,0
"235","sona-27906",69,"sender","red",0.5,5,5,FALSE,0
"236","sona-27906",71,"sender","red",0.5,1,1,FALSE,0
"237","sona-27906",73,"sender","red",0.5,6,4,FALSE,1
"238","sona-27906",75,"sender","red",0.5,3,6,TRUE,1
"239","sona-27906",77,"sender","red",0.5,4,6,TRUE,1
"240","sona-27906",79,"sender","red",0.5,5,5,TRUE,0
"241","sona-27906",81,"sender","red",0.5,2,2,FALSE,0
"242","sona-27906",83,"sender","red",0.5,6,6,FALSE,0
"243","sona-27906",85,"sender","red",0.5,4,7,TRUE,1
"244","sona-27906",87,"sender","red",0.5,6,6,FALSE,0
"245","sona-27906",89,"sender","red",0.5,8,8,FALSE,0
"246","sona-27906",91,"sender","red",0.5,4,6,FALSE,1
"247","sona-27906",93,"sender","red",0.5,7,7,TRUE,0
"248","sona-27906",95,"sender","red",0.5,4,7,TRUE,1
"249","sona-27906",97,"sender","red",0.5,6,6,FALSE,0
"250","sona-27906",99,"sender","red",0.5,6,6,FALSE,0
"251","sona-22207",1,"sender","red",0.2,0,2,FALSE,1
"252","sona-22207",3,"sender","red",0.2,7,7,FALSE,0
"253","sona-22207",5,"sender","red",0.2,2,2,TRUE,0
"254","sona-22207",7,"sender","red",0.2,4,4,FALSE,0
"255","sona-22207",9,"sender","red",0.2,2,2,FALSE,0
"256","sona-22207",11,"sender","red",0.2,2,2,FALSE,0
"257","sona-22207",13,"sender","red",0.2,1,3,FALSE,1
"258","sona-22207",15,"sender","red",0.2,1,1,FALSE,0
"259","sona-22207",17,"sender","red",0.2,0,4,TRUE,1
"260","sona-22207",19,"sender","red",0.2,1,1,FALSE,0
"261","sona-22207",21,"sender","red",0.2,2,2,FALSE,0
"262","sona-22207",23,"sender","red",0.2,3,4,FALSE,1
"263","sona-22207",25,"sender","red",0.2,5,5,TRUE,0
"264","sona-22207",27,"sender","red",0.2,2,2,TRUE,0
"265","sona-22207",29,"sender","red",0.2,1,2,FALSE,1
"266","sona-22207",31,"sender","red",0.2,1,3,FALSE,1
"267","sona-22207",33,"sender","red",0.2,3,3,TRUE,0
"268","sona-22207",35,"sender","red",0.2,2,2,FALSE,0
"269","sona-22207",37,"sender","red",0.2,2,2,TRUE,0
"270","sona-22207",39,"sender","red",0.2,3,3,FALSE,0
"271","sona-22207",41,"sender","red",0.2,1,3,TRUE,1
"272","sona-22207",43,"sender","red",0.2,8,8,FALSE,0
"273","sona-22207",45,"sender","red",0.2,4,4,TRUE,0
"274","sona-22207",47,"sender","red",0.2,2,2,FALSE,0
"275","sona-22207",49,"sender","red",0.2,2,2,TRUE,0
"276","sona-22207",51,"sender","red",0.2,3,3,FALSE,0
"277","sona-22207",53,"sender","red",0.2,1,2,FALSE,1
"278","sona-22207",55,"sender","red",0.2,1,2,FALSE,1
"279","sona-22207",57,"sender","red",0.2,3,3,FALSE,0
"280","sona-22207",59,"sender","red",0.2,2,2,FALSE,0
"281","sona-22207",61,"sender","red",0.2,1,3,FALSE,1
"282","sona-22207",63,"sender","red",0.2,10,10,FALSE,0
"283","sona-22207",65,"sender","red",0.2,9,9,FALSE,0
"284","sona-22207",67,"sender","red",0.2,0,1,FALSE,1
"285","sona-22207",69,"sender","red",0.2,1,1,FALSE,0
"286","sona-22207",71,"sender","red",0.2,2,2,TRUE,0
"287","sona-22207",73,"sender","red",0.2,3,3,FALSE,0
"288","sona-22207",75,"sender","red",0.2,1,4,TRUE,1
"289","sona-22207",77,"sender","red",0.2,3,3,FALSE,0
"290","sona-22207",79,"sender","red",0.2,3,3,FALSE,0
"291","sona-22207",81,"sender","red",0.2,1,5,TRUE,1
"292","sona-22207",83,"sender","red",0.2,2,2,FALSE,0
"293","sona-22207",85,"sender","red",0.2,0,3,TRUE,1
"294","sona-22207",87,"sender","red",0.2,2,2,FALSE,0
"295","sona-22207",89,"sender","red",0.2,4,4,FALSE,0
"296","sona-22207",91,"sender","red",0.2,3,3,FALSE,0
"297","sona-22207",93,"sender","red",0.2,2,4,TRUE,1
"298","sona-22207",95,"sender","red",0.2,6,6,FALSE,0
"299","sona-22207",97,"sender","red",0.2,1,1,FALSE,0
"300","sona-22207",99,"sender","red",0.2,3,3,FALSE,0
"301","sona-21186",1,"sender","red",0.2,1,1,FALSE,0
"302","sona-21186",3,"sender","red",0.2,3,4,TRUE,1
"303","sona-21186",5,"sender","red",0.2,1,1,FALSE,0
"304","sona-21186",7,"sender","red",0.2,0,0,FALSE,0
"305","sona-21186",9,"sender","red",0.2,3,5,FALSE,1
"306","sona-21186",11,"sender","red",0.2,2,3,FALSE,1
"307","sona-21186",13,"sender","red",0.2,1,6,TRUE,1
"308","sona-21186",15,"sender","red",0.2,1,4,FALSE,1
"309","sona-21186",17,"sender","red",0.2,1,6,FALSE,1
"310","sona-21186",19,"sender","red",0.2,4,4,FALSE,0
"311","sona-21186",21,"sender","red",0.2,1,2,FALSE,1
"312","sona-21186",23,"sender","red",0.2,1,1,FALSE,0
"313","sona-21186",25,"sender","red",0.2,2,1,FALSE,1
"314","sona-21186",27,"sender","red",0.2,3,3,TRUE,0
"315","sona-21186",29,"sender","red",0.2,1,2,FALSE,1
"316","sona-21186",31,"sender","red",0.2,2,1,FALSE,1
"317","sona-21186",33,"sender","red",0.2,2,4,FALSE,1
"318","sona-21186",35,"sender","red",0.2,2,1,FALSE,1
"319","sona-21186",37,"sender","red",0.2,2,2,TRUE,0
"320","sona-21186",39,"sender","red",0.2,1,0,FALSE,1
"321","sona-21186",41,"sender","red",0.2,0,1,FALSE,1
"322","sona-21186",43,"sender","red",0.2,6,6,FALSE,0
"323","sona-21186",45,"sender","red",0.2,4,3,FALSE,1
"324","sona-21186",47,"sender","red",0.2,1,2,FALSE,1
"325","sona-21186",49,"sender","red",0.2,3,4,FALSE,1
"326","sona-21186",51,"sender","red",0.2,0,1,FALSE,1
"327","sona-21186",53,"sender","red",0.2,4,4,TRUE,0
"328","sona-21186",55,"sender","red",0.2,1,1,FALSE,0
"329","sona-21186",57,"sender","red",0.2,0,0,FALSE,0
"330","sona-21186",59,"sender","red",0.2,3,2,TRUE,1
"331","sona-21186",61,"sender","red",0.2,2,1,FALSE,1
"332","sona-21186",63,"sender","red",0.2,3,3,FALSE,0
"333","sona-21186",65,"sender","red",0.2,3,3,FALSE,0
"334","sona-21186",67,"sender","red",0.2,8,8,FALSE,0
"335","sona-21186",69,"sender","red",0.2,2,3,TRUE,1
"336","sona-21186",71,"sender","red",0.2,5,5,FALSE,0
"337","sona-21186",73,"sender","red",0.2,2,3,FALSE,1
"338","sona-21186",75,"sender","red",0.2,1,2,FALSE,1
"339","sona-21186",77,"sender","red",0.2,0,0,FALSE,0
"340","sona-21186",79,"sender","red",0.2,1,3,FALSE,1
"341","sona-21186",81,"sender","red",0.2,9,9,FALSE,0
"342","sona-21186",83,"sender","red",0.2,7,7,FALSE,0
"343","sona-21186",85,"sender","red",0.2,1,1,FALSE,0
"344","sona-21186",87,"sender","red",0.2,2,3,FALSE,1
"345","sona-21186",89,"sender","red",0.2,2,1,FALSE,1
"346","sona-21186",91,"sender","red",0.2,1,1,FALSE,0
"347","sona-21186",93,"sender","red",0.2,4,4,FALSE,0
"348","sona-21186",95,"sender","red",0.2,2,2,FALSE,0
"349","sona-21186",97,"sender","red",0.2,10,10,FALSE,0
"350","sona-21186",99,"sender","red",0.2,1,2,FALSE,1
"351","sona-27988",1,"sender","red",0.5,5,7,TRUE,1
"352","sona-27988",3,"sender","red",0.5,8,4,TRUE,1
"353","sona-27988",5,"sender","red",0.5,8,5,TRUE,1
"354","sona-27988",7,"sender","red",0.5,5,5,FALSE,0
"355","sona-27988",9,"sender","red",0.5,4,6,TRUE,1
"356","sona-27988",11,"sender","red",0.5,6,6,TRUE,0
"357","sona-27988",13,"sender","red",0.5,2,3,FALSE,1
"358","sona-27988",15,"sender","red",0.5,8,7,TRUE,1
"359","sona-27988",17,"sender","red",0.5,6,6,TRUE,0
"360","sona-27988",19,"sender","red",0.5,7,6,TRUE,1
"361","sona-27988",21,"sender","red",0.5,5,5,TRUE,0
"362","sona-27988",23,"sender","red",0.5,4,2,FALSE,1
"363","sona-27988",25,"sender","red",0.5,5,7,TRUE,1
"364","sona-27988",27,"sender","red",0.5,4,4,TRUE,0
"365","sona-27988",29,"sender","red",0.5,6,5,TRUE,1
"366","sona-27988",31,"sender","red",0.5,3,3,FALSE,0
"367","sona-27988",33,"sender","red",0.5,3,3,TRUE,0
"368","sona-27988",35,"sender","red",0.5,0,0,FALSE,0
"369","sona-27988",37,"sender","red",0.5,5,4,FALSE,1
"370","sona-27988",39,"sender","red",0.5,6,7,TRUE,1
"371","sona-27988",41,"sender","red",0.5,6,6,TRUE,0
"372","sona-27988",43,"sender","red",0.5,5,5,FALSE,0
"373","sona-27988",45,"sender","red",0.5,3,5,TRUE,1
"374","sona-27988",47,"sender","red",0.5,6,5,FALSE,1
"375","sona-27988",49,"sender","red",0.5,1,0,FALSE,1
"376","sona-27988",51,"sender","red",0.5,3,3,FALSE,0
"377","sona-27988",53,"sender","red",0.5,4,5,TRUE,1
"378","sona-27988",55,"sender","red",0.5,6,6,TRUE,0
"379","sona-27988",57,"sender","red",0.5,10,10,TRUE,0
"380","sona-27988",59,"sender","red",0.5,9,9,TRUE,0
"381","sona-27988",61,"sender","red",0.5,4,4,FALSE,0
"382","sona-27988",63,"sender","red",0.5,5,7,FALSE,1
"383","sona-27988",65,"sender","red",0.5,6,6,TRUE,0
"384","sona-27988",67,"sender","red",0.5,3,3,FALSE,0
"385","sona-27988",69,"sender","red",0.5,6,7,TRUE,1
"386","sona-27988",71,"sender","red",0.5,5,5,TRUE,0
"387","sona-27988",73,"sender","red",0.5,2,3,TRUE,1
"388","sona-27988",75,"sender","red",0.5,7,7,TRUE,0
"389","sona-27988",77,"sender","red",0.5,4,4,FALSE,0
"390","sona-27988",79,"sender","red",0.5,8,6,TRUE,1
"391","sona-27988",81,"sender","red",0.5,3,3,FALSE,0
"392","sona-27988",83,"sender","red",0.5,4,5,FALSE,1
"393","sona-27988",85,"sender","red",0.5,4,4,TRUE,0
"394","sona-27988",87,"sender","red",0.5,4,6,FALSE,1
"395","sona-27988",89,"sender","red",0.5,8,8,TRUE,0
"396","sona-27988",91,"sender","red",0.5,6,6,TRUE,0
"397","sona-27988",93,"sender","red",0.5,2,3,TRUE,1
"398","sona-27988",95,"sender","red",0.5,5,4,FALSE,1
"399","sona-27988",97,"sender","red",0.5,7,7,TRUE,0
"400","sona-27988",99,"sender","red",0.5,4,3,FALSE,1
"401","sona-24625",2,"sender","red",0.8,2,3,FALSE,1
"402","sona-24625",4,"sender","red",0.8,9,8,TRUE,1
"403","sona-24625",6,"sender","red",0.8,0,0,TRUE,0
"404","sona-24625",8,"sender","red",0.8,8,4,FALSE,1
"405","sona-24625",10,"sender","red",0.8,8,3,TRUE,1
"406","sona-24625",12,"sender","red",0.8,8,7,TRUE,1
"407","sona-24625",14,"sender","red",0.8,10,10,TRUE,0
"408","sona-24625",16,"sender","red",0.8,7,6,FALSE,1
"409","sona-24625",18,"sender","red",0.8,8,7,TRUE,1
"410","sona-24625",20,"sender","red",0.8,9,2,FALSE,1
"411","sona-24625",22,"sender","red",0.8,9,10,TRUE,1
"412","sona-24625",24,"sender","red",0.8,9,1,FALSE,1
"413","sona-24625",26,"sender","red",0.8,8,8,TRUE,0
"414","sona-24625",28,"sender","red",0.8,8,5,FALSE,1
"415","sona-24625",30,"sender","red",0.8,9,9,TRUE,0
"416","sona-24625",32,"sender","red",0.8,8,7,TRUE,1
"417","sona-24625",34,"sender","red",0.8,8,9,TRUE,1
"418","sona-24625",36,"sender","red",0.8,7,7,TRUE,0
"419","sona-24625",38,"sender","red",0.8,10,10,TRUE,0
"420","sona-24625",40,"sender","red",0.8,8,3,FALSE,1
"421","sona-24625",42,"sender","red",0.8,5,5,FALSE,0
"422","sona-24625",44,"sender","red",0.8,9,1,FALSE,1
"423","sona-24625",46,"sender","red",0.8,8,8,TRUE,0
"424","sona-24625",48,"sender","red",0.8,8,8,TRUE,0
"425","sona-24625",50,"sender","red",0.8,9,9,TRUE,0
"426","sona-24625",52,"sender","red",0.8,7,7,TRUE,0
"427","sona-24625",54,"sender","red",0.8,6,6,TRUE,0
"428","sona-24625",56,"sender","red",0.8,8,8,TRUE,0
"429","sona-24625",58,"sender","red",0.8,6,5,TRUE,1
"430","sona-24625",60,"sender","red",0.8,9,8,TRUE,1
"431","sona-24625",62,"sender","red",0.8,4,6,TRUE,1
"432","sona-24625",64,"sender","red",0.8,8,4,FALSE,1
"433","sona-24625",66,"sender","red",0.8,8,8,TRUE,0
"434","sona-24625",68,"sender","red",0.8,8,8,TRUE,0
"435","sona-24625",70,"sender","red",0.8,9,9,TRUE,0
"436","sona-24625",72,"sender","red",0.8,6,5,TRUE,1
