role,p,decay,ks,n,val,se,mor
Detector,0.2,NA,2,50,0.5248286447192699,0.03526815822398575,-8
Detector,0.2,NA,3,50,0.5263408501688028,0.03525721521069859,-8
Detector,0.2,NA,4,50,0.5326344637880028,0.03520472415149926,-8
Detector,0.2,NA,5,50,0.5543277748206619,0.03493793291990218,-8
Detector,0.2,NA,6,50,0.5982869140077974,0.03398916386171919,-8
Detector,0.2,NA,7,50,0.661181394459115,0.03168129114874299,-8
Detector,0.2,NA,8,50,0.7609665597198586,0.02572404331956108,-8
Detector,0.2,NA,9,50,0.7114056811313976,0.029034884609769565,-8
Detector,0.2,NA,10,50,0.44992787610509455,0.035000764947177077,-8
Liar,0.2,NA,0,50,0.5886176600867629,0.0910808206487953,-8
Liar,0.2,NA,1,50,0.650300810063368,0.054230377764911894,-8
Liar,0.2,NA,2,50,1.2312713566994995,0.11932113501378723,-8
Liar,0.2,NA,3,50,1.8040026104477294,0.18613161996972435,-8
Liar,0.2,NA,4,50,2.360740772098067,0.25613339010973823,-8
Liar,0.2,NA,5,50,2.9010627180424193,0.3263131956046434,-8
Liar,0.2,NA,6,50,3.3375020102786532,0.38362781582819183,-8
Liar,0.2,NA,7,50,3.391838068082584,0.3907537329696081,-8
Liar,0.2,NA,8,50,3.060388749367067,0.34704516037705907,-8
Liar,0.2,NA,9,50,2.769852866465307,0.3087375505887703,-8
Liar,0.2,NA,10,50,2.740450651472572,0.30486068427604346,-8
Detector2,0.2,NA,0,50,0.4537640986658304,0.03505301434274131,-8
Detector2,0.2,NA,1,50,0.43548896846832835,0.0347667895926829,-8
Detector2,0.2,NA,2,50,0.43399572848917617,0.034739227890040594,-8
Detector2,0.2,NA,3,50,0.44051293656047646,0.03485488979044611,-8
Detector2,0.2,NA,4,50,0.46058211930674176,0.03513560289504669,-8
Detector2,0.2,NA,5,50,0.506539458674364,0.03534929124294497,-8
Detector2,0.2,NA,6,50,0.5711557360772666,0.03463930310670908,-8
Detector2,0.2,NA,7,50,0.6568327946743867,0.03187686506645963,-8
Detector2,0.2,NA,8,50,0.8213651290814242,0.02074997125105649,-8
Detector2,0.2,NA,9,50,0.9649720283171366,0.004780185084058842,-8
Detector2,0.2,NA,10,50,0.9967028530864188,4.647495715282168e-4,-8
Detector,0.2,NA,0,50,0.4386522583063942,0.03482309336305643,-7
Detector,0.2,NA,1,50,0.4258758606810504,0.03457831525246254,-7
Detector,0.2,NA,2,50,0.42463042756747404,0.03455198479943333,-7
Detector,0.2,NA,3,50,0.4263266050059046,0.03458773658762599,-7
Detector,0.2,NA,4,50,0.4331800138973019,0.03472390535489132,-7
Detector,0.2,NA,5,50,0.4551296410870121,0.0350706084977562,-7
Detector,0.2,NA,6,50,0.49180054591706773,0.03534583115344287,-7
Detector,0.2,NA,7,50,0.5214658928682969,0.0352901742823951,-7
Detector,0.2,NA,8,50,0.6134270612314878,0.03353585456816995,-7
Detector,0.2,NA,9,50,0.6905383656158346,0.03022105527963674,-7
Detector,0.2,NA,10,50,0.4608264483994216,0.03513831849244381,-7
Liar,0.2,NA,0,50,0.6777916741507065,0.08936003724938368,-7
Liar,0.2,NA,1,50,0.5777549049232179,0.05571464016945381,-7
Liar,0.2,NA,2,50,1.0838350971498871,0.12093476393292105,-7
Liar,0.2,NA,3,50,1.5777547336384639,0.18793534138171525,-7
Liar,0.2,NA,4,50,2.0525813016080963,0.257745316129447,-7
Liar,0.2,NA,5,50,2.5153089077863293,0.32820362119717,-7
Liar,0.2,NA,6,50,2.9294899114351938,0.39203613342099586,-7
Liar,0.2,NA,7,50,3.1061957192048344,0.41933120924845013,-7
Liar,0.2,NA,8,50,2.8277272756691025,0.3762141067576309,-7
Liar,0.2,NA,9,50,2.453610400045541,0.31830521040901905,-7
Liar,0.2,NA,10,50,2.3849915751890802,0.3076839618994235,-7
Detector2,0.2,NA,0,50,0.6919540043134933,0.030144479716392596,-7
Detector2,0.2,NA,1,50,0.6849267778713781,0.030519023797790094,-7
Detector2,0.2,NA,2,50,0.6846717607293659,0.030532353321069124,-7
Detector2,0.2,NA,3,50,0.6886304687470075,0.030323361614561683,-7
Detector2,0.2,NA,4,50,0.6988409535491272,0.02976386039439637,-7
Detector2,0.2,NA,5,50,0.7209090034557137,0.02845386546209963,-7
Detector2,0.2,NA,6,50,0.7491228409258107,0.026578419996720667,-7
Detector2,0.2,NA,7,50,0.7775753722830067,0.02445909405814656,-7
Detector2,0.2,NA,8,50,0.8440672662407726,0.018613555944229903,-7
Detector2,0.2,NA,9,50,0.9545930283312646,0.0061299339429153115,-7
Detector2,0.2,NA,10,50,0.995136500965958,6.844575020291135e-4,-7
Detector,0.2,NA,0,50,0.45770131064922936,0.035102310921513356,-6
Detector,0.2,NA,1,50,0.44961782511349113,0.03499636024398702,-6
Detector,0.2,NA,2,50,0.4488007886820251,0.0349846228804804,-6
Detector,0.2,NA,3,50,0.4499165931313436,0.03500060513365885,-6
Detector,0.2,NA,4,50,0.4543148924230423,0.0350601744378234,-6
Detector,0.2,NA,5,50,0.467641044495561,0.03520725647417932,-6
Detector,0.2,NA,6,50,0.4872310372664987,0.03533228081499602,-6
Detector,0.2,NA,7,50,0.49283770658881687,0.0353480843633928,-6
Detector,0.2,NA,8,50,0.5055460069873374,0.035350989193886684,-6
Detector,0.2,NA,9,50,0.5696766147694327,0.03466876232510608,-6
Detector,0.2,NA,10,50,0.42093266081990244,0.03447122306845396,-6
Liar,0.2,NA,0,50,0.5083751449889798,0.08535925499033609,-6
Liar,0.2,NA,1,50,0.666232987381533,0.05605523071885816,-6
Liar,0.2,NA,2,50,1.281069490621461,0.12077222090914237,-6
Liar,0.2,NA,3,50,1.8857780532663695,0.18729705565890745,-6
Liar,0.2,NA,4,50,2.47631014881995,0.25637913202241036,-6
Liar,0.2,NA,5,50,3.058484413311782,0.3262955429453409,-6
Liar,0.2,NA,6,50,3.609753739868106,0.3931006965525084,-6
Liar,0.2,NA,7,50,3.9779390256079536,0.4378143067962613,-6
Liar,0.2,NA,8,50,3.760617184880832,0.4113818091055206,-6
Liar,0.2,NA,9,50,3.1005641837486455,0.3311379923702719,-6
Liar,0.2,NA,10,50,2.9055764064842675,0.3074336273499977,-6
Detector2,0.2,NA,0,50,0.44182318468573867,0.034876692562057145,-6
Detector2,0.2,NA,1,50,0.4295248218507423,0.03465293443426703,-6
Detector2,0.2,NA,2,50,0.42871313343187334,0.03463666155823278,-6
Detector2,0.2,NA,3,50,0.4341645409754678,0.034742375390997435,-6
Detector2,0.2,NA,4,50,0.4496625838650728,0.034996997783220685,-6
Detector2,0.2,NA,5,50,0.4841319641131595,0.03531972993074802,-6
Detector2,0.2,NA,6,50,0.526753678296603,0.03525411540804276,-6
Detector2,0.2,NA,7,50,0.5594321116118185,0.03485581395440439,-6
Detector2,0.2,NA,8,50,0.629732699790461,0.032975136543565944,-6
Detector2,0.2,NA,9,50,0.8342199700766808,0.019558150944313644,-6
Detector2,0.2,NA,10,50,0.9778324899512844,0.003065465092921685,-6
Detector,0.2,NA,0,50,0.5124884926130738,0.03533328263844493,-5
Detector,0.2,NA,1,50,0.5070714445285343,0.0353482672380621,-5
Detector,0.2,NA,2,50,0.5065043013650293,0.03534935609644642,-5
Detector,0.2,NA,3,50,0.5072761157463026,0.03534785194963444,-5
Detector,0.2,NA,4,50,0.5102526624513917,0.03534047325827173,-5
Detector,0.2,NA,5,50,0.5188475028424533,0.03530510218240191,-5
Detector,0.2,NA,6,50,0.5303433273122227,0.03522512994001562,-5
Detector,0.2,NA,7,50,0.5291951152224665,0.03523479789418357,-5
Detector,0.2,NA,8,50,0.5164258095429431,0.03531718255647383,-5
Detector,0.2,NA,9,50,0.5019940981673421,0.035354776707557205,-5
Detector,0.2,NA,10,50,0.4030633940068673,0.0340264442118335,-5
Liar,0.2,NA,0,50,0.6702551810333306,0.0784546055770961,-5
Liar,0.2,NA,1,50,0.5196549236762428,0.056041392978544574,-5
Liar,0.2,NA,2,50,0.9659199236463282,0.12064372239462752,-5
Liar,0.2,NA,3,50,1.3980268428811122,0.18693841799113184,-5
Liar,0.2,NA,4,50,1.8108468975711323,0.2555408604655564,-5
Liar,0.2,NA,5,50,2.214586325572268,0.32501586437259794,-5
Liar,0.2,NA,6,50,2.605765331980239,0.3931533254915153,-5
Liar,0.2,NA,7,50,2.927738534099323,0.4494147933808157,-5
Liar,0.2,NA,8,50,2.933193179328733,0.4503475553038956,-5
Liar,0.2,NA,9,50,2.394794920064188,0.35614079069020504,-5
Liar,0.2,NA,10,50,2.1260031590133077,0.3091105958841752,-5
Detector2,0.2,NA,0,50,0.6205936874154081,0.033298671264395216,-5
Detector2,0.2,NA,1,50,0.6169187247019057,0.03342211079032657,-5
Detector2,0.2,NA,2,50,0.6177227363713534,0.03339543101891742,-5
Detector2,0.2,NA,3,50,0.6237923794087687,0.03318811996209718,-5
Detector2,0.2,NA,4,50,0.6347276168177565,0.03278832496522784,-5
Detector2,0.2,NA,5,50,0.655149134212484,0.031951149693968575,-5
Detector2,0.2,NA,6,50,0.6792837250668079,0.030809681327139547,-5
Detector2,0.2,NA,7,50,0.6944608220794501,0.03000748887178416,-5
Detector2,0.2,NA,8,50,0.7186294817421102,0.02859556082518066,-5
Detector2,0.2,NA,9,50,0.8153813733335415,0.021288805787104386,-5
Detector2,0.2,NA,10,50,0.9623128634770903,0.005128902342409497,-5
Detector,0.2,NA,0,50,0.45085551471509844,0.03501378096680489,-4
Detector,0.2,NA,1,50,0.44548266174321816,0.03493501496547312,-4
Detector,0.2,NA,2,50,0.4449024693189299,0.03492602089014543,-4
Detector,0.2,NA,3,50,0.4456956712819706,0.03493829312001855,-4
Detector,0.2,NA,4,50,0.4486972037925187,0.034983121316727046,-4
Detector,0.2,NA,5,50,0.45702926249626014,0.035094206747950454,-4
Detector,0.2,NA,6,50,0.46769235773717466,0.035207725745984346,-4
Detector,0.2,NA,7,50,0.4657971562160007,0.03518989947452384,-4
Detector,0.2,NA,8,50,0.4498183459342443,0.034999212025649436,-4
Detector,0.2,NA,9,50,0.41021054370311627,0.03421517937247478,-4
Detector,0.2,NA,10,50,0.3558178999452769,0.03241540430982512,-4
Liar,0.2,NA,0,50,0.4395266046841078,0.06676821500212243,-4
Liar,0.2,NA,1,50,0.6210835155064416,0.05638973424937473,-4
Liar,0.2,NA,2,50,1.1715846969130406,0.12319518600801849,-4
Liar,0.2,NA,3,50,1.7138471011858616,0.19128690875820623,-4
Liar,0.2,NA,4,50,2.2430170493273502,0.26136260424445773,-4
Liar,0.2,NA,5,50,2.765856590744043,0.3322674115648018,-4
Liar,0.2,NA,6,50,3.280578840653474,0.40266838405150057,-4
Liar,0.2,NA,7,50,3.749545837806048,0.4669691043904269,-4
Liar,0.2,NA,8,50,3.95556943629943,0.4952263001949854,-4
Liar,0.2,NA,9,50,3.3095046978564104,0.4065460012732995,-4
Liar,0.2,NA,10,50,2.692991908214927,0.321926231537019,-4
Detector2,0.2,NA,0,50,0.533674233574622,0.03519497374576959,-4
Detector2,0.2,NA,1,50,0.5284103407447669,0.035241191170676194,-4
Detector2,0.2,NA,2,50,0.5300110717322188,0.03522796587461473,-4
Detector2,0.2,NA,3,50,0.5393898972169036,0.03513591477376832,-4
Detector2,0.2,NA,4,50,0.553038131160795,0.03495751465262188,-4
Detector2,0.2,NA,5,50,0.575161680687601,0.03455641046832939,-4
Detector2,0.2,NA,6,50,0.6004985252859515,0.03392698992545215,-4
Detector2,0.2,NA,7,50,0.614760760048033,0.033492815265579776,-4
Detector2,0.2,NA,8,50,0.6305930466277443,0.0329434623412314,-4
Detector2,0.2,NA,9,50,0.693403462639376,0.03006548746178875,-4
Detector2,0.2,NA,10,50,0.8907015696765029,0.013767691958625613,-4
Detector,0.2,NA,0,50,0.5402777649938353,0.0351259114260389,-3
Detector,0.2,NA,1,50,0.5363386575927402,0.03516859243621812,-3
Detector,0.2,NA,2,50,0.5358950335000748,0.03517312422781219,-3
Detector,0.2,NA,3,50,0.5364880979015635,0.035167053311842396,-3
Detector,0.2,NA,4,50,0.5386944998587354,0.03514359390864374,-3
Detector,0.2,NA,5,50,0.5445548354100682,0.03507459880746794,-3
Detector,0.2,NA,6,50,0.5514425710565342,0.03498109033377196,-3
Detector,0.2,NA,7,50,0.547867302898448,0.035031303319926474,-3
Detector,0.2,NA,8,50,0.5268788204073164,0.03525316623257603,-3
Detector,0.2,NA,9,50,0.45831407499687005,0.035109588857292734,-3
Detector,0.2,NA,10,50,0.32442274672706417,0.03099569032068293,-3
Liar,0.2,NA,0,50,0.3785253745201842,0.05417991810306249,-3
Liar,0.2,NA,1,50,0.5974778279762584,0.0553852105906684,-3
Liar,0.2,NA,2,50,1.1042033853110034,0.12297011083515845,-3
Liar,0.2,NA,3,50,1.6042723278945932,0.1915902746719029,-3
Liar,0.2,NA,4,50,2.092514590145288,0.26185894023165585,-3
Liar,0.2,NA,5,50,2.5751844791674117,0.33284451878165217,-3
Liar,0.2,NA,6,50,3.0532805838391264,0.40370718777251374,-3
Liar,0.2,NA,7,50,3.5104089366684503,0.4716168741637104,-3
Liar,0.2,NA,8,50,3.832069200805987,0.5194261729229599,-3
Liar,0.2,NA,9,50,3.4472418083588443,0.4622004202929574,-3
Liar,0.2,NA,10,50,2.5873564319370495,0.33434218777391117,-3
Detector2,0.2,NA,0,50,0.6102923215909398,0.03363503365064397,-3
Detector2,0.2,NA,1,50,0.5979307368551323,0.03399904755199716,-3
Detector2,0.2,NA,2,50,0.6010961739694135,0.03390995108353909,-3
Detector2,0.2,NA,3,50,0.6203899600422434,0.033305614340996714,-3
Detector2,0.2,NA,4,50,0.6399962189434448,0.03258363019725519,-3
Detector2,0.2,NA,5,50,0.6592554437962875,0.03176856870815159,-3
Detector2,0.2,NA,6,50,0.6775268414596763,0.030898334788237714,-3
Detector2,0.2,NA,7,50,0.6870509265344632,0.030407281701046906,-3
Detector2,0.2,NA,8,50,0.6948085113801352,0.029988348229107592,-3
Detector2,0.2,NA,9,50,0.716721820605098,0.02871301165192026,-3
Detector2,0.2,NA,10,50,0.8242618658002319,0.02048548341520391,-3
Detector,0.2,NA,0,50,0.5015091225031902,0.035355016979156426,-2
Detector,0.2,NA,1,50,0.4983934628937826,0.03535497405625537,-2
Detector,0.2,NA,2,50,0.49801267824280043,0.03535478052306783,-2
Detector,0.2,NA,3,50,0.49850108631081347,0.0353550213219916,-2
Detector,0.2,NA,4,50,0.5002598269571359,0.03535532951196488,-2
Detector,0.2,NA,5,50,0.5047410320193411,0.03535216027711138,-2
Detector,0.2,NA,6,50,0.5096767039217036,0.03534209656169057,-2
Detector,0.2,NA,7,50,0.5061021556047478,0.03535007305085238,-2
Detector,0.2,NA,8,50,0.48642149722795136,0.03532926439246856,-2
Detector,0.2,NA,9,50,0.4193569373091286,0.03443563304982608,-2
Detector,0.2,NA,10,50,0.2699418532109453,0.027870366165247438,-2
Liar,0.2,NA,0,50,0.3034596548545267,0.039108381300345246,-2
Liar,0.2,NA,1,50,0.5689968082893533,0.05275172748039557,-2
Liar,0.2,NA,2,50,1.0076661029861893,0.12068332012846487,-2
Liar,0.2,NA,3,50,1.4426002382531795,0.18934286067772912,-2
Liar,0.2,NA,4,50,1.8688843275592044,0.2590950556990122,-2
Liar,0.2,NA,5,50,2.290990932724295,0.32933854543738905,-2
Liar,0.2,NA,6,50,2.7104903522071013,0.3995845454629695,-2
Liar,0.2,NA,7,50,3.1209579380268777,0.4684447002598873,-2
Liar,0.2,NA,8,50,3.470240532064274,0.5270662954809568,-2
Liar,0.2,NA,9,50,3.378231826417708,0.5116155414432836,-2
Liar,0.2,NA,10,50,2.4333267956853564,0.3529866557711833,-2
Detector2,0.2,NA,0,50,0.4341152827377934,0.03474145780628141,-2
Detector2,0.2,NA,1,50,0.4090025584816538,0.03418429465935856,-2
Detector2,0.2,NA,2,50,0.40936744669947706,0.034193667309554546,-2
Detector2,0.2,NA,3,50,0.43241361105618287,0.03470933762192073,-2
Detector2,0.2,NA,4,50,0.45771648601094783,0.03510249244509151,-2
Detector2,0.2,NA,5,50,0.4823875891565861,0.03531147057666388,-2
Detector2,0.2,NA,6,50,0.5054652990973244,0.0353511148749442,-2
Detector2,0.2,NA,7,50,0.517273607974103,0.03531314210401854,-2
Detector2,0.2,NA,8,50,0.525471662170919,0.03526358409515341,-2
Detector2,0.2,NA,9,50,0.5396772333154494,0.03513270184448877,-2
Detector2,0.2,NA,10,50,0.5926287040348014,0.034141932960071876,-2
Detector,0.2,NA,0,50,0.5764112544927519,0.03452962504151544,-1
Detector,0.2,NA,1,50,0.5742519832037352,0.03457563263359685,-1
Detector,0.2,NA,2,50,0.5730834035162312,0.03459998159258754,-1
Detector,0.2,NA,3,50,0.5741074572404199,0.03457866496076689,-1
Detector,0.2,NA,4,50,0.5754656309777134,0.03454993574395994,-1
Detector,0.2,NA,5,50,0.578185352003353,0.034490837483252754,-1
Detector,0.2,NA,6,50,0.5805856877920571,0.03443694126571243,-1
Detector,0.2,NA,7,50,0.5757767197535254,0.034543281897752874,-1
Detector,0.2,NA,8,50,0.5528492192401151,0.0349603435581383,-1
Detector,0.2,NA,9,50,0.4729883271832838,0.03525215372894022,-1
Detector,0.2,NA,10,50,0.2914143583797281,0.029202382950331677,-1
Liar,0.2,NA,0,50,0.15680128784962,0.023834441501310248,-1
Liar,0.2,NA,1,50,0.6590451009123002,0.047883055625568306,-1
Liar,0.2,NA,2,50,1.1359463345224292,0.11879669687691792,-1
Liar,0.2,NA,3,50,1.61178391001919,0.19056910276985864,-1
Liar,0.2,NA,4,50,2.0906550157588457,0.262080993521567,-1
Liar,0.2,NA,5,50,2.5704692127862017,0.33347024787668406,-1
Liar,0.2,NA,6,50,3.0498454778855155,0.40475319847451796,-1
Liar,0.2,NA,7,50,3.524542014857256,0.47533487083213394,-1
Liar,0.2,NA,8,50,3.964433509642799,0.5407398492519435,-1
Liar,0.2,NA,9,50,4.096451851339374,0.5603690683386153,-1
Liar,0.2,NA,10,50,2.986729026756839,0.3953671382265299,-1
Detector2,0.2,NA,0,50,0.47462750051821545,0.03526429711954101,-1
Detector2,0.2,NA,1,50,0.4128930091797842,0.034282286438191305,-1
Detector2,0.2,NA,2,50,0.4051246535356592,0.03408235856950317,-1
Detector2,0.2,NA,3,50,0.44609541862499563,0.03494441047392495,-1
Detector2,0.2,NA,4,50,0.49165015178887,0.035345479167299194,-1
Detector2,0.2,NA,5,50,0.5239202595811435,0.03527442075481484,-1
Detector2,0.2,NA,6,50,0.5455131343549734,0.035062392441655585,-1
Detector2,0.2,NA,7,50,0.5555323084121621,0.03491921860911634,-1
Detector2,0.2,NA,8,50,0.5617346709923229,0.034816358285287126,-1
Detector2,0.2,NA,9,50,0.5683856040677889,0.03469396923964202,-1
Detector2,0.2,NA,10,50,0.5590400408182749,0.0348623829015637,-1
Detector,0.2,NA,0,50,0.44646932384926885,0.034950091455231994,0
Detector,0.2,NA,1,50,0.4438598568739771,0.03490961915477185,0
Detector,0.2,NA,2,50,0.42854581233421785,0.03463328390856085,0
Detector,0.2,NA,3,50,0.43845704867066815,0.03481970074286704,0
Detector,0.2,NA,4,50,0.44506091995964414,0.03492848662402533,0
Detector,0.2,NA,5,50,0.44743904414555713,0.03496464077247219,0
Detector,0.2,NA,6,50,0.4489080952256038,0.03498617519286075,0
Detector,0.2,NA,7,50,0.4447806276357318,0.034924120017814704,0
Detector,0.2,NA,8,50,0.4261002583990195,0.03458301273549724,0
Detector,0.2,NA,9,50,0.36320855982890593,0.03270907705167376,0
Detector,0.2,NA,10,50,0.22588683352990369,0.0247292172300078,0
Liar,0.2,NA,0,50,0.08387003915990836,0.01358267001064791,0
Liar,0.2,NA,1,50,0.7277005726972209,0.04203924073891228,0
Liar,0.2,NA,2,50,1.2335965282060757,0.11445979869575068,0
Liar,0.2,NA,3,50,1.7280722987912145,0.18919966232973462,0
Liar,0.2,NA,4,50,2.2377050679857176,0.2620559377648335,0
Liar,0.2,NA,5,50,2.7544787037030307,0.333893516898904,0
Liar,0.2,NA,6,50,3.2731972173130495,0.4053473105534165,0
Liar,0.2,NA,7,50,3.789846589030447,0.47632819967397516,0
Liar,0.2,NA,8,50,4.286130131560439,0.5444640596927733,0
Liar,0.2,NA,9,50,4.579965780171876,0.58496528276337445,0
Liar,0.2,NA,10,50,3.5405167898377354,0.4440254734936258,0
Detector2,0.2,NA,0,50,0.44222602161821817,0.034883298249245256,0
Detector2,0.2,NA,1,50,0.317681271395982,0.030654476377172415,0
Detector2,0.2,NA,2,50,0.28176070282982674,0.02861966743284272,0
Detector2,0.2,NA,3,50,0.335627226482341,0.0315343590612923,0
Detector2,0.2,NA,4,50,0.4158636170722177,0.034354227046189595,0
Detector2,0.2,NA,5,50,0.47411669190305683,0.03526059443859031,0
Detector2,0.2,NA,6,50,0.5039336102319871,0.035353150805746886,0
Detector2,0.2,NA,7,50,0.5156690192540603,0.035320617547539276,0
Detector2,0.2,NA,8,50,0.5221860062629792,0.035285728798614704,0
Detector2,0.2,NA,9,50,0.527481068469915,0.03524853636073341,0
Detector2,0.2,NA,10,50,0.5042227373363659,0.03535281730291288,0
Detector,0.2,NA,0,50,0.5341176539571089,0.035190722576710166,1
Detector,0.2,NA,1,50,0.5267729221188785,0.035253969736071734,1
Detector,0.2,NA,2,50,0.3496014783210358,0.032156428240616056,1
Detector,0.2,NA,3,50,0.47659685853064915,0.03527788158823434,1
Detector,0.2,NA,4,50,0.5232666095992498,0.03527878271216075,1
Detector,0.2,NA,5,50,0.531719813505804,0.03521304844698808,1
Detector,0.2,NA,6,50,0.5307237187691334,0.0352218448092198,1
Detector,0.2,NA,7,50,0.5234570518467375,0.03527752432243329,1
Detector,0.2,NA,8,50,0.49597126312387274,0.03535304368877672,1
Detector,0.2,NA,9,50,0.41245388263103094,0.034271440153207385,1
Detector,0.2,NA,10,50,0.27467737246301854,0.0281753362887451,1
Liar,0.2,NA,0,50,0.04197706364080614,0.005231374676786379,1
Liar,0.2,NA,1,50,0.7196949967129829,0.036019306857585594,1
Liar,0.2,NA,2,50,1.5137859209200404,0.06651142972420462,1
Liar,0.2,NA,3,50,1.358601783944123,0.18078519589306288,1
Liar,0.2,NA,4,50,1.621395815419559,0.24195534798802956,1
Liar,0.2,NA,5,50,1.6944033622476378,0.2631303528241018,1
Liar,0.2,NA,6,50,1.5153204901051385,0.24959153034585435,1
Liar,0.2,NA,7,50,1.3300199093616356,0.2331709493288629,1
Liar,0.2,NA,8,50,1.1323788449292802,0.17817877915671068,1
Liar,0.2,NA,9,50,0.973812142704204,0.13139884746242866,1
Liar,0.2,NA,10,50,0.9384806032908402,0.12348539158721188,1
Detector2,0.2,NA,0,50,0.28534673055029214,0.028839204960297543,1
Detector2,0.2,NA,1,50,0.15882370766403728,0.01889371465561436,1
