role,p,mor,ks,n,val,se
Detector,0.2,-1,7,100,0.5329181221595686,0.02489163972334877
Detector,0.2,-1,8,100,0.537687414434912,0.02485796587932112
Detector,0.2,-1,9,100,0.5400624498380798,0.024839500011297134
Detector,0.2,-1,10,100,0.5413036713586373,0.02482940067322977
Liar,0.2,-1,0,100,7.466130776134015,0.23507936069418642
Liar,0.2,-1,1,100,7.251464349722022,0.27461510790306976
Liar,0.2,-1,2,100,7.297473549814687,0.26524133166664454
Liar,0.2,-1,3,100,7.38948651846021,0.24810925587924154
Liar,0.2,-1,4,100,7.48940483027403,0.23217752156705
Liar,0.2,-1,5,100,7.596001412012961,0.2177963895114626
Liar,0.2,-1,6,100,7.707769136781479,0.2006313082461031
Liar,0.2,-1,7,100,8.356756290019648,0.14215963886741906
Liar,0.2,-1,8,100,8.873358552678637,0.09151580447776167
Liar,0.2,-1,9,100,9.389168203725713,0.04194064472062564
Liar,0.2,-1,10,100,9.888853994271336,0.014158804566223798
Detector2,0.2,-1,0,100,0.8277056206696205,0.014260902618153878
Detector2,0.2,-1,1,100,0.555907011840646,0.024687440602704988
Detector2,0.2,-1,2,100,0.5272615703945889,0.024925680677962088
Detector2,0.2,-1,3,100,0.5543611652970702,0.02470448637075446
Detector2,0.2,-1,4,100,0.5875479299131996,0.02423353599679135
Detector2,0.2,-1,5,100,0.6083208493667553,0.02382665935924647
Detector2,0.2,-1,6,100,0.5565749199077579,0.024679927843743076
Detector2,0.2,-1,7,100,0.4758989178277733,0.02494191378381276
Detector2,0.2,-1,8,100,0.47093335833847133,0.024915513034252025
Detector2,0.2,-1,9,100,0.470163631650362,0.02491097911237047
Detector2,0.2,-1,10,100,0.4709182274581473,0.02491542505058239
Detector,0.2,0,0,100,0.20594422032741774,0.016353119844114975
Detector,0.2,0,1,100,0.2431489770393701,0.018402755200407798
Detector,0.2,0,2,100,0.3403120356019601,0.022449975402641036
Detector,0.2,0,3,100,0.45750930446505306,0.02481945407929564
Detector,0.2,0,4,100,0.4829634949854057,0.02497097574968877
Detector,0.2,0,5,100,0.4875840570534435,0.024984584436074785
Detector,0.2,0,6,100,0.502863690824549,0.02499917992748614
Detector,0.2,0,7,100,0.5172358334968451,0.024970292604366902
Detector,0.2,0,8,100,0.525607694627625,0.02493442459758583
Detector,0.2,0,9,100,0.5286558012248457,0.024917884505616213
Detector,0.2,0,10,100,0.5307519369183527,0.024905431837576965
Liar,0.2,0,0,100,7.5976671178066315,0.24736049413116565
Liar,0.2,0,1,100,7.514137548518646,0.26426012488600203
Liar,0.2,0,2,100,7.5225096359906445,0.26245325086299975
Liar,0.2,0,3,100,7.605730578463784,0.2456518854670502
Liar,0.2,0,4,100,7.690922111681645,0.22992414529141664
Liar,0.2,0,5,100,7.774002984974248,0.21490888731688437
Liar,0.2,0,6,100,7.870081808978211,0.1903337113085768
Liar,0.2,0,7,100,8.465094971661571,0.1416949542509789
Liar,0.2,0,8,100,8.92753230015794,0.0899683391788506
Liar,0.2,0,9,100,9.383418328475788,0.03937935196555829
Liar,0.2,0,10,100,9.94315781095774,0.006367242717441249
Detector2,0.2,0,0,100,0.6915430018800265,0.021331127843078817
Detector2,0.2,0,1,100,0.3599440200947682,0.023038432249278533
Detector2,0.2,0,2,100,0.3187767870058897,0.02171581470720913
Detector2,0.2,0,3,100,0.3457379085386746,0.022620320713797767
Detector2,0.2,0,4,100,0.39407747345375643,0.023878041837006033
Detector2,0.2,0,5,100,0.4353012718189503,0.024581407457175464
Detector2,0.2,0,6,100,0.4484653310378052,0.024734417789495696
Detector2,0.2,0,7,100,0.49189556797740536,0.024993431818159117
Detector2,0.2,0,8,100,0.5645905735148578,0.024582805781302175
Detector2,0.2,0,9,100,0.56772975701043,0.02454126800153081
Detector2,0.2,0,10,100,0.5744422023661901,0.02444583585068712
Detector,0.2,1,0,100,0.1062012627543032,0.009492255454369465
Detector,0.2,1,1,100,0.08967668068958738,0.008163477363008518
Detector,0.2,1,2,100,0.11057530989822137,0.009834841073913367
Detector,0.2,1,3,100,0.4776111395264662,0.024949873892669665
Detector,0.2,1,4,100,0.4186674252419669,0.024338501228322894
Detector,0.2,1,5,100,0.43414629866278376,0.024566329002018873
Detector,0.2,1,6,100,0.43866386978371463,0.024623787913009086
Detector,0.2,1,7,100,0.4431236326633348,0.024676507883858476
Detector,0.2,1,8,100,0.44652535093924306,0.024714046190782886
Detector,0.2,1,9,100,0.4499345578345773,0.024749345150078074
Detector,0.2,1,10,100,0.4538780231757319,0.02478727632538217
Liar,0.2,1,0,100,6.483608343884108,0.3460921152444786
Liar,0.2,1,1,100,6.407098174504184,0.35409301358564754
Liar,0.2,1,2,100,6.266150966116015,0.36887090167557013
Liar,0.2,1,3,100,6.526626286545824,0.3411764229764865
Liar,0.2,1,4,100,7.011127632368134,0.2908405117471181
Liar,0.2,1,5,100,7.490336075755387,0.24053670300071145
Liar,0.2,1,6,100,7.96420556341651,0.18977105365122154
Liar,0.2,1,7,100,8.40975627222281,0.13666061418814196
Liar,0.2,1,8,100,8.787991497251603,0.07988819707760174
Liar,0.2,1,9,100,9.221025835516235,0.025291215461564286
Liar,0.2,1,10,100,9.985772244982714,0.001669556689706473
Detector2,0.2,1,0,100,0.5448239651655598,0.024799081214683667
Detector2,0.2,1,1,100,0.3227937903789553,0.021859795927174235
Detector2,0.2,1,2,100,0.29331289050046877,0.02072804387667288
Detector2,0.2,1,3,100,0.3470812242346459,0.022661584801842532
Detector2,0.2,1,4,100,0.4003829443399981,0.024007644222163206
Detector2,0.2,1,5,100,0.4716149888371056,0.024919429114128235
Detector2,0.2,1,6,100,0.5064059727034538,0.02499589635137226
Detector2,0.2,1,7,100,0.5118677336107436,0.02498591568989444
Detector2,0.2,1,8,100,0.5150928457268359,0.024977220600786592
Detector2,0.2,1,9,100,0.536432254420265,0.02486726908378571
Detector2,0.2,1,10,100,0.5609483238974565,0.02462853018140907
Detector,0.2,2,0,100,0.05516223763164172,0.0052119365171112006
Detector,0.2,2,1,100,0.0354330719894235,0.0034177569398815832
Detector,0.2,2,2,100,0.040713687481388754,0.0039056083133056562
Detector,0.2,2,3,100,0.21849495570687458,0.01707549100375255
Detector,0.2,2,4,100,0.4667710278048399,0.02488958354068533
Detector,0.2,2,5,100,0.47007877110981083,0.024910472006170088
Detector,0.2,2,6,100,0.48925577897961503,0.02498845617146651
Detector,0.2,2,7,100,0.4914522231476195,0.024992693551088192
Detector,0.2,2,8,100,0.49205057229550575,0.024993680659917104
Detector,0.2,2,9,100,0.4921969860536887,0.024993911297335365
Detector,0.2,2,10,100,0.49233361763169153,0.02499412265813829
Liar,0.2,2,0,100,6.502981604983216,0.30277325696110635
Liar,0.2,2,1,100,6.472731048323432,0.3055698886838782
Liar,0.2,2,2,100,6.354758733210268,0.3164363172240874
Liar,0.2,2,3,100,6.2858625818348965,0.3225265496449493
Liar,0.2,2,4,100,6.599951496575823,0.29079163927541424
Liar,0.2,2,5,100,7.17261210562564,0.24142403051088873
Liar,0.2,2,6,100,7.7138669372317725,0.1904581090297182
Liar,0.2,2,7,100,8.221614627413054,0.1361663924648278
Liar,0.2,2,8,100,8.662298766289208,0.07684825504264553
Liar,0.2,2,9,100,9.162628556952624,0.020219451209216678
Liar,0.2,2,10,100,9.992584588652257,9.32190654279971e-4
Detector2,0.2,2,0,100,0.41483787672524486,0.02427474127593354
Detector2,0.2,2,1,100,0.2122130361173807,0.016717866341922398
Detector2,0.2,2,2,100,0.18128845542168612,0.014842295135250544
Detector2,0.2,2,3,100,0.1975432070916425,0.015851988842359093
Detector2,0.2,2,4,100,0.37694790954163043,0.023485818303382526
Detector2,0.2,2,5,100,0.3995520345578164,0.02399102062385259
Detector2,0.2,2,6,100,0.4605493217608201,0.02484436439864687
Detector2,0.2,2,7,100,0.4769092759202048,0.024946681846147074
Detector2,0.2,2,8,100,0.5031984519420587,0.024998976990517435
Detector2,0.2,2,9,100,0.5608481535868258,0.024629750220507403
Detector2,0.2,2,10,100,0.6022676385101652,0.02395413301135542
Detector,0.2,3,0,100,0.0332771332697098,0.0032169765671059766
Detector,0.2,3,1,100,0.02618257151024115,0.0025497044459352257
Detector,0.2,3,2,100,0.027033084051504102,0.0026302296418168414
Detector,0.2,3,3,100,0.037900373145685416,0.0036463934861103225
Detector,0.2,3,4,100,0.21791347306517345,0.017042719132184737
Detector,0.2,3,5,100,0.43612470143136717,0.0245919946232768
Detector,0.2,3,6,100,0.4628119071365397,0.02486170457491786
Detector,0.2,3,7,100,0.45525082744977047,0.02479975115560698
Detector,0.2,3,8,100,0.4667448646488335,0.024889409597277562
Detector,0.2,3,9,100,0.4668005412859061,0.024889779594109117
Detector,0.2,3,10,100,0.4668057404952606,0.0248898141135932
Liar,0.2,3,0,100,8.159677258164061,0.20806138058081314
Liar,0.2,3,1,100,8.155250104326187,0.20873797371517058
Liar,0.2,3,2,100,8.1327653519837,0.21217830898989026
Liar,0.2,3,3,100,8.058631499037954,0.22284320285096187
Liar,0.2,3,4,100,7.948664538237091,0.23172929583805996
Liar,0.2,3,5,100,7.691271356622234,0.20522338963587677
Liar,0.2,3,6,100,7.319393785969893,0.11863340929149543
Liar,0.2,3,7,100,8.541224551033343,0.12883066530442094
Liar,0.2,3,8,100,8.715181320816425,0.06511410037479928
Liar,0.2,3,9,100,9.117667711328295,0.01128932464532476
Liar,0.2,3,10,100,9.996100686975097,3.7341956652935977e-4
Detector2,0.2,3,0,100,0.23912770439301467,0.018194564538474168
Detector2,0.2,3,1,100,0.10456273239026577,0.009362936738534743
Detector2,0.2,3,2,100,0.08881534133469918,0.008092717647830006
Detector2,0.2,3,3,100,0.13325970865387513,0.011550155870335945
Detector2,0.2,3,4,100,0.2331491704616167,0.01787906347746767
Detector2,0.2,3,5,100,0.4342896907869517,0.02456821552631256
Detector2,0.2,3,6,100,0.4882091152200343,0.02498609750361056
Detector2,0.2,3,7,100,0.306350041324603,0.0212499693505017
Detector2,0.2,3,8,100,0.35144438625768076,0.022793122962564284
Detector2,0.2,3,9,100,0.43562735590575563,0.024585616269231576
Detector2,0.2,3,10,100,0.4798963872683606,0.02495958447551363
Detector,0.2,4,0,100,0.016912993394511796,0.0016626944048948994
Detector,0.2,4,1,100,0.014527082324638473,0.0014316046203771647
Detector,0.2,4,2,100,0.014745988933430598,0.001452854474380574
Detector,0.2,4,3,100,0.017721335144516782,0.0017407289425212496
Detector,0.2,4,4,100,0.03903377266190019,0.0037510137253679277
Detector,0.2,4,5,100,0.32033833672854634,0.021772168675053476
Detector,0.2,4,6,100,0.396818961742408,0.02393536733440853
Detector,0.2,4,7,100,0.4369449460360172,0.02460240601695992
Detector,0.2,4,8,100,0.5682467244747452,0.02453423845984682
Detector,0.2,4,9,100,0.5685495200040375,0.024530096330721608
Detector,0.2,4,10,100,0.5685502433013265,0.024530086414332894
Liar,0.2,4,0,100,8.459165432385493,0.15861288886129873
Liar,0.2,4,1,100,8.457546704881677,0.1588449776360384
Liar,0.2,4,2,100,8.448137974983027,0.16019173249127594
Liar,0.2,4,3,100,8.40158057220625,0.16679513717927202
Liar,0.2,4,4,100,8.254724817665137,0.1842189157024437
Liar,0.2,4,5,100,7.73504129115256,0.17409875682573656
Liar,0.2,4,6,100,6.796693862659721,0.08496355832204501
Liar,0.2,4,7,100,7.158911452661329,0.031025786549579472
Liar,0.2,4,8,100,8.455109257166988,0.04520582551589989
Liar,0.2,4,9,100,9.049104429632058,0.004974943209733566
Liar,0.2,4,10,100,9.998674661325524,1.331479683253939e-4
Detector2,0.2,4,0,100,0.11142023292987205,0.009900576462372511
Detector2,0.2,4,1,100,0.044051740291349,0.004211118446865255
Detector2,0.2,4,2,100,0.03721422802738609,0.00358293292597118
Detector2,0.2,4,3,100,0.05761145603583611,0.005429237616926703
Detector2,0.2,4,4,100,0.11773842552727068,0.010387608868163003
Detector2,0.2,4,5,100,0.2852205317108335,0.020386978000142292
Detector2,0.2,4,6,100,0.5301200927996962,0.02490927800097377
Detector2,0.2,4,7,100,0.5915141154166943,0.024162516667949996
Detector2,0.2,4,8,100,0.2351973721743217,0.01798795682966153
Detector2,0.2,4,9,100,0.33981422857183435,0.022434051863196344
Detector2,0.2,4,10,100,0.3812956284534869,0.023590927217574737
Detector,0.2,5,0,100,0.02299455791202829,0.0022465808218458663
Detector,0.2,5,1,100,0.022303382830343915,0.0021805941944667033
Detector,0.2,5,2,100,0.02236412081231419,0.0021863966912606405
Detector,0.2,5,3,100,0.023188656000800074,0.002265094223367663
Detector,0.2,5,4,100,0.027902746729488687,0.0027124183454438696
Detector,0.2,5,5,100,0.1863338880437785,0.015161357021026714
Detector,0.2,5,6,100,0.330979947082454,0.022143222171175
Detector,0.2,5,7,100,0.34840956318686855,0.0227020339466804
Detector,0.2,5,8,100,0.5468057690982471,0.02478092199791216
Detector,0.2,5,9,100,0.5480774564591305,0.02476885581804204
Detector,0.2,5,10,100,0.5480778925930596,0.02476885162438102
Liar,0.2,5,0,100,8.217137547949529,0.16107384825345106
Liar,0.2,5,1,100,8.212287170774161,0.16161493653695777
Liar,0.2,5,2,100,8.18398941473142,0.16478235541069905
Liar,0.2,5,3,100,8.048798495816772,0.1799512388205172
Liar,0.2,5,4,100,7.711754862250971,0.21263577250585283
Liar,0.2,5,5,100,7.256421804135188,0.20025465715731175
Liar,0.2,5,6,100,6.448256789090856,0.07254750767870125
Liar,0.2,5,7,100,7.078899083303201,0.017351941841230616
Liar,0.2,5,8,100,8.197836222557696,0.023640989317404444
Liar,0.2,5,9,100,9.015838834934737,0.00191381349876514
Liar,0.2,5,10,100,9.999598533032788,4.787957311602869e-5
Detector2,0.2,5,0,100,0.0435777972885751,0.004167877287205095
Detector2,0.2,5,1,100,0.01628651004565535,0.001602125963618812
Detector2,0.2,5,2,100,0.013781882863345248,0.001359194256808628
Detector2,0.2,5,3,100,0.022798897392442657,0.002227910767013153
Detector2,0.2,5,4,100,0.0602323451464632,0.005660440974462054
Detector2,0.2,5,5,100,0.20778891195969046,0.016461268002629845
Detector2,0.2,5,6,100,0.46267646926685746,0.024860695405361215
Detector2,0.2,5,7,100,0.5391730816433482,0.024846546967456355
Detector2,0.2,5,8,100,0.24191163801577378,0.018339039740829902
Detector2,0.2,5,9,100,0.3971774212458978,0.02394275172983564
Detector2,0.2,5,10,100,0.4495815139257944,0.024745797626198513
Detector,0.2,6,0,100,0.021170254570354295,0.0020722074891780687
Detector,0.2,6,1,100,0.020930767210884122,0.00204926701948479
Detector,0.2,6,2,100,0.020954172034320106,0.002051509470867622
Detector,0.2,6,3,100,0.021267082505910646,0.0020814793707597434
Detector,0.2,6,4,100,0.02337569002463191,0.002282926714050423
Detector,0.2,6,5,100,0.16194823428155347,0.013572100369464055
Detector,0.2,6,6,100,0.40842350428773755,0.024161374543306198
Detector,0.2,6,7,100,0.4158604403466034,0.02429205345013325
Detector,0.2,6,8,100,0.47472249686135515,0.02493610478350758
Detector,0.2,6,9,100,0.4776127192311436,0.024949880965977635
Detector,0.2,6,10,100,0.477613135954913,0.02494988283182268
Liar,0.2,6,0,100,8.276755087648471,0.15428509344237445
Liar,0.2,6,1,100,8.268304692470224,0.1551559167312664
Liar,0.2,6,2,100,8.21892101050663,0.16026840879976784
Liar,0.2,6,3,100,7.990465170148908,0.18368706695190892
Liar,0.2,6,4,100,7.497883206380442,0.22788397929180526
Liar,0.2,6,5,100,7.205981721800663,0.2102447563128033
Liar,0.2,6,6,100,6.238852380644574,0.04632804163329581
Liar,0.2,6,7,100,7.032424864625159,0.007379821003536865
Liar,0.2,6,8,100,8.086782471023472,0.010443184374886621
Liar,0.2,6,9,100,9.005979426207329,7.231426635265776e-4
Liar,0.2,6,10,100,9.999852193668058,1.7626443449576454e-5
Detector2,0.2,6,0,100,0.01639685633523211,0.0016127999437553868
Detector2,0.2,6,1,100,0.006012067093134293,5.975922142401945e-4
Detector2,0.2,6,2,100,0.0051383158378484756,5.111913548198991e-4
Detector2,0.2,6,3,100,0.009084020612064187,9.001501181583781e-4
Detector2,0.2,6,4,100,0.03101001189361805,0.003004839105597572
Detector2,0.2,6,5,100,0.15146051164562313,0.012852022505766919
Detector2,0.2,6,6,100,0.3661108259464647,0.023207368907126213
Detector2,0.2,6,7,100,0.4258135692384606,0.024449637349086333
Detector2,0.2,6,8,100,0.2746835988522046,0.019923251937380575
Detector2,0.2,6,9,100,0.4892983872643741,0.024988547548485666
Detector2,0.2,6,10,100,0.5570048290306078,0.02467504494671912
Detector,0.2,7,0,100,0.015270341830774387,0.0015037158491145689
Detector,0.2,7,1,100,0.015180953434718874,0.001495049208753177
Detector,0.2,7,2,100,0.015191896909393654,0.001496110317768801
Detector,0.2,7,3,100,0.015340705138278694,0.0015105367904139082
Detector,0.2,7,4,100,0.016785547220370362,0.001650379262488308
Detector,0.2,7,5,100,0.15490114456492488,0.013090677997740113
Detector,0.2,7,6,100,0.4522485865000289,0.024771980250875476
Detector,0.2,7,7,100,0.45647076447610796,0.024810520565470555
Detector,0.2,7,8,100,0.47741961932392646,0.024949012640852364
Detector,0.2,7,9,100,0.4819475033537628,0.02496741073648376
Detector,0.2,7,10,100,0.48194794751545944,0.02496741234010954
Liar,0.2,7,0,100,8.398972062755771,0.15740010987604222
Liar,0.2,7,1,100,8.373007507690398,0.1603377848327357
Liar,0.2,7,2,100,8.232174063379519,0.17641647826408804
Liar,0.2,7,3,100,7.7748434627487075,0.2266163267702912
Liar,0.2,7,4,100,7.367933320537294,0.2596040434220038
Liar,0.2,7,5,100,6.9765600055536545,0.19667339347280635
Liar,0.2,7,6,100,6.105512134115741,0.022243080169262068
Liar,0.2,7,7,100,7.0119540659150905,0.002736767124395422
Liar,0.2,7,8,100,8.039435582248643,0.0042290979892240736
Liar,0.2,7,9,100,9.00254925806723,2.7400454099560655e-4
Liar,0.2,7,10,100,9.999937703048591,6.6135553955525846e-6
Detector2,0.2,7,0,100,0.005679104186025005,5.646851961669279e-4
Detector2,0.2,7,1,100,0.00203484669381319,2.0307060927458675e-4
Detector2,0.2,7,2,100,0.0017616537643383528,1.7585503403529454e-4
Detector2,0.2,7,3,100,0.003525732471060385,3.513301681602896e-4
Detector2,0.2,7,4,100,0.017353393911409356,0.0017052253631164819
Detector2,0.2,7,5,100,0.1398693913279525,0.01203059446975006
Detector2,0.2,7,6,100,0.4173113156243962,0.024316258147623178
Detector2,0.2,7,7,100,0.5112976693653201,0.02498723626669119
Detector2,0.2,7,8,100,0.2313632348926118,0.017783428843263793
Detector2,0.2,7,9,100,0.42067449163128345,0.024370746372204467
