role,p,mor,ks,n,val,se
Detector,0.5,4,9,100,0.4375123516013318,0.024609529379760443
Detector,0.5,4,10,100,0.43756725662244517,0.02461021525543524
Liar,0.5,4,0,100,8.318549341015807,0.15581780918341054
Liar,0.5,4,1,100,8.302469531543252,0.1576235075782769
Liar,0.5,4,2,100,8.269705642222062,0.16121709933572728
Liar,0.5,4,3,100,8.190726519470566,0.16971325042022006
Liar,0.5,4,4,100,8.012449530189087,0.18763089907261837
Liar,0.5,4,5,100,7.847090561951816,0.19638611386301097
Liar,0.5,4,6,100,7.300552763709983,0.11386792976663154
Liar,0.5,4,7,100,7.241501455707353,0.038692955537606294
Liar,0.5,4,8,100,8.384130366665463,0.03819215689625639
Liar,0.5,4,9,100,9.055081853549403,0.005678013835736876
Liar,0.5,4,10,100,9.994798144350463,5.173886803526628e-4
Detector2,0.5,4,0,100,0.4814653299069777,0.02496564660045428
Detector2,0.5,4,1,100,0.34562801595706133,0.02261692905426467
Detector2,0.5,4,2,100,0.21488121711023914,0.01687072796434614
Detector2,0.5,4,3,100,0.12104629763679721,0.010639409146522111
Detector2,0.5,4,4,100,0.077464046142826,0.007146336769800812
Detector2,0.5,4,5,100,0.08078815009770828,0.007426142490149844
Detector2,0.5,4,6,100,0.18059490880690338,0.01479803877199296
Detector2,0.5,4,7,100,0.3827788407842419,0.02362591998321139
Detector2,0.5,4,8,100,0.2500451805117592,0.0187522588214601
Detector2,0.5,4,9,100,0.42827263613956296,0.024485518527363245
Detector2,0.5,4,10,100,0.4847303871050634,0.024976683892203876
Detector,0.5,5,0,100,0.0809118872709131,0.007436515376917215
Detector,0.5,5,1,100,0.08551916986630977,0.007820564145168702
Detector,0.5,5,2,100,0.06120735012751887,0.0057461010417886186
Detector,0.5,5,3,100,0.044525760839369745,0.0042543217461044995
Detector,0.5,5,4,100,0.039484217045785766,0.0037925213650067046
Detector,0.5,5,5,100,0.046724659884791006,0.004454146604344161
Detector,0.5,5,6,100,0.22673449583423527,0.017532596423303043
Detector,0.5,5,7,100,0.4348193313899851,0.024575148043955143
Detector,0.5,5,8,100,0.5040379215500557,0.02499836951895556
Detector,0.5,5,9,100,0.5274803823544906,0.0249244828585651
Detector,0.5,5,10,100,0.5275251094167601,0.024924236835159538
Liar,0.5,5,0,100,8.340315034669443,0.15271353302606397
Liar,0.5,5,1,100,8.323547578218376,0.15450099650524748
Liar,0.5,5,2,100,8.275933423479609,0.15949109238848752
Liar,0.5,5,3,100,8.14130776255099,0.17326888427099688
Liar,0.5,5,4,100,7.873950091520249,0.19812250819310895
Liar,0.5,5,5,100,7.6862022545481565,0.20112123293544665
Liar,0.5,5,6,100,7.217807920724361,0.1069976111250825
Liar,0.5,5,7,100,7.152566477858873,0.026230011705706102
Liar,0.5,5,8,100,8.226978842579145,0.023396506093059953
Liar,0.5,5,9,100,9.02699255368926,0.0028596246178801674
Liar,0.5,5,10,100,9.997593681483094,2.4339615841928612e-4
Detector2,0.5,5,0,100,0.3178118409201246,0.021680747469108603
Detector2,0.5,5,1,100,0.22989030742647887,0.01770407539778379
Detector2,0.5,5,2,100,0.12697743816248228,0.011085416836017527
Detector2,0.5,5,3,100,0.06279537671411799,0.005885211737745
Detector2,0.5,5,4,100,0.04127951517091257,0.003957551679816697
Detector2,0.5,5,5,100,0.05810221563179078,0.005472634817046767
Detector2,0.5,5,6,100,0.1650958897370022,0.013783923692894981
Detector2,0.5,5,7,100,0.39538686042513177,0.023905609102828913
Detector2,0.5,5,8,100,0.19843331056273714,0.015905753182184946
Detector2,0.5,5,9,100,0.38813028085602924,0.023748516593864913
Detector2,0.5,5,10,100,0.4453029090646255,0.02470082282432074
Detector,0.5,6,0,100,0.05256628691512387,0.004980307239508075
Detector,0.5,6,1,100,0.053288477985706614,0.005044881609967348
Detector,0.5,6,2,100,0.04289287074801674,0.004105307238701067
Detector,0.5,6,3,100,0.036351939832009295,0.003503047630245927
Detector,0.5,6,4,100,0.034819625410762486,0.0033607219097016674
Detector,0.5,6,5,100,0.040523138932950856,0.0038881014143971617
Detector,0.5,6,6,100,0.1568333591824286,0.013223665662998393
Detector,0.5,6,7,100,0.4225328486701533,0.024399884046483862
Detector,0.5,6,8,100,0.48455818724840577,0.024976155041894474
Detector,0.5,6,9,100,0.5282310067868625,0.024920301025580013
Detector,0.5,6,10,100,0.5282689625025684,0.02492008657590284
Liar,0.5,6,0,100,8.318924407490135,0.15301272223607293
Liar,0.5,6,1,100,8.291347909508726,0.15587920526185087
Liar,0.5,6,2,100,8.20389247875394,0.16487335445257026
Liar,0.5,6,3,100,7.968625614548127,0.1884258052333893
Liar,0.5,6,4,100,7.619757055852524,0.21849250055820688
Liar,0.5,6,5,100,7.489235201451033,0.20540130913941104
Liar,0.5,6,6,100,7.054480944989134,0.09565874427781992
Liar,0.5,6,7,100,7.0536787271582435,0.010624585431972616
Liar,0.5,6,8,100,8.135534992506129,0.013413532360442548
Liar,0.5,6,9,100,9.014499166510967,0.001447527770486975
Liar,0.5,6,10,100,9.998766696576803,1.1985172759741323e-4
Detector2,0.5,6,0,100,0.17616847819472886,0.014513314548528222
Detector2,0.5,6,1,100,0.12631383522393266,0.011035865025495386
Detector2,0.5,6,2,100,0.06340747199584712,0.0059386964490942985
Detector2,0.5,6,3,100,0.02969044399141542,0.002880892152700804
Detector2,0.5,6,4,100,0.022180361999066305,0.002168839354065668
Detector2,0.5,6,5,100,0.042039304901644765,0.004027200174503131
Detector2,0.5,6,6,100,0.14399810934156937,0.012326265384762279
Detector2,0.5,6,7,100,0.3969707178905366,0.02393849670280086
Detector2,0.5,6,8,100,0.1634464223625815,0.01367316893794541
Detector2,0.5,6,9,100,0.3500677258311938,0.022752031316256992
Detector2,0.5,6,10,100,0.4059452277820444,0.02411536998230285
Detector,0.5,7,0,100,0.038407927028048273,0.003693275816945639
Detector,0.5,7,1,100,0.03840731798380257,0.003693219590909365
Detector,0.5,7,2,100,0.03435704740317085,0.003317664069690712
Detector,0.5,7,3,100,0.03189867680046234,0.0030881151218841987
Detector,0.5,7,4,100,0.031715971061770036,0.0030710068241379
Detector,0.5,7,5,100,0.03640657412870816,0.0035081135488919035
Detector,0.5,7,6,100,0.11303846261320287,0.01002607685832464
Detector,0.5,7,7,100,0.4386678471547473,0.024623836702736653
Detector,0.5,7,8,100,0.45158274429883966,0.024765576935036848
Detector,0.5,7,9,100,0.5176782919158248,0.024968747799493887
Detector,0.5,7,10,100,0.5177135466168888,0.02496862302662513
Liar,0.5,7,0,100,8.026033927934094,0.15426834834741748
Liar,0.5,7,1,100,7.961678262136473,0.15988816404956718
Liar,0.5,7,2,100,7.758594236106133,0.17744391726038206
Liar,0.5,7,3,100,7.308825138048475,0.21467997538936484
Liar,0.5,7,4,100,6.9136087402861595,0.23711289715103195
Liar,0.5,7,5,100,6.902634857272388,0.19699096727156823
Liar,0.5,7,6,100,6.736713630984668,0.08136454989483594
Liar,0.5,7,7,100,7.022239515850986,0.005137220953368541
Liar,0.5,7,8,100,8.057859202993647,0.006809164401849888
Liar,0.5,7,9,100,9.005802937420816,6.868788296017392e-4
Liar,0.5,7,10,100,9.999511338354734,5.634351705507299e-5
Detector2,0.5,7,0,100,0.09885759878083568,0.0089084773944123
Detector2,0.5,7,1,100,0.07028760367494488,0.006534725644457876
Detector2,0.5,7,2,100,0.03339081327440583,0.0032275866863279595
Detector2,0.5,7,3,100,0.01525533081741869,0.0015022605699069806
Detector2,0.5,7,4,100,0.01183075566557256,0.0011690788885954082
Detector2,0.5,7,5,100,0.023788713324409867,0.002322281044277891
Detector2,0.5,7,6,100,0.08375617349773475,0.007674107689875209
Detector2,0.5,7,7,100,0.2584490700877693,0.01916531482585366
Detector2,0.5,7,8,100,0.21109195455095026,0.01665321412748098
Detector2,0.5,7,9,100,0.4849391938700478,0.0249773172118716
Detector2,0.5,7,10,100,0.5686761385651802,0.024528358799177617
Detector,0.5,8,0,100,0.03532108118820232,0.0034073502411898736
Detector,0.5,8,1,100,0.03526015615441365,0.003401687754238001
Detector,0.5,8,2,100,0.033980508406700666,0.0032825833455122815
Detector,0.5,8,3,100,0.033285612270977566,0.0032177680286723715
Detector,0.5,8,4,100,0.03366759687264907,0.003253408979346986
Detector,0.5,8,5,100,0.03761745957261076,0.003620238630791376
Detector,0.5,8,6,100,0.08981744370185184,0.008175027050871652
Detector,0.5,8,7,100,0.49537088326713163,0.024997857127827348
Detector,0.5,8,8,100,0.34468592090935957,0.02258775368362263
Detector,0.5,8,9,100,0.42304937398046905,0.02440786011552023
Detector,0.5,8,10,100,0.42308292505873746,0.02440837635824802
Liar,0.5,8,0,100,8.317851069803327,0.15553014600321685
Liar,0.5,8,1,100,8.215092985259632,0.16627351498824786
Liar,0.5,8,2,100,7.915846182312407,0.19686975944240215
Liar,0.5,8,3,100,7.4130451648125435,0.2426076014800452
Liar,0.5,8,4,100,7.108468916817021,0.24263682742266188
Liar,0.5,8,5,100,6.952410815698372,0.17515991803277822
Liar,0.5,8,6,100,6.662737782577923,0.06220574586731017
Liar,0.5,8,7,100,7.015558641716231,0.0030887827620335864
Liar,0.5,8,8,100,8.03379966197042,0.003368279073266168
Liar,0.5,8,9,100,9.003277493533343,3.287069934580384e-4
Liar,0.5,8,10,100,9.999723612713474,2.681970687827607e-5
Detector2,0.5,8,0,100,0.039280762038925186,0.0037737783772566523
Detector2,0.5,8,1,100,0.02749177600676599,0.0026735978258759794
Detector2,0.5,8,2,100,0.01282034855811647,0.0012655987220964871
Detector2,0.5,8,3,100,0.006419358323871939,6.378150162581675e-4
Detector2,0.5,8,4,100,0.00705415087447673,7.00438982991685e-4
Detector2,0.5,8,5,100,0.019510051757144105,0.001912940963757766
Detector2,0.5,8,6,100,0.08084062167931454,0.007430541556581648
Detector2,0.5,8,7,100,0.2860540574397211,0.020422713366199385
Detector2,0.5,8,8,100,0.16101123499662884,0.013508661720148921
Detector2,0.5,8,9,100,0.39444003109678155,0.023885709296515158
Detector2,0.5,8,10,100,0.47020300196677456,0.024911213890820797
Detector,0.5,9,0,100,0.03273621307076842,0.003166455342455367
Detector,0.5,9,1,100,0.032707831786750186,0.0031638029526559843
Detector,0.5,9,2,100,0.03220163197628438,0.0031164686874348324
Detector,0.5,9,3,100,0.03196419727962396,0.0030942487371893243
Detector,0.5,9,4,100,0.03230682591451933,0.0031263094913848272
Detector,0.5,9,5,100,0.034852696905480145,0.003363798642389488
Detector,0.5,9,6,100,0.0625176921984044,0.005860923036058997
Detector,0.5,9,7,100,0.44291958100221906,0.024674182576703778
Detector,0.5,9,8,100,0.33972915851568064,0.022431325736990818
Detector,0.5,9,9,100,0.47110599780798684,0.0249165136637328
Detector,0.5,9,10,100,0.4711452524679989,0.024916740354486447
Liar,0.5,9,0,100,8.054633911402258,0.16009013552107615
Liar,0.5,9,1,100,7.82693149412879,0.18077989189380922
Liar,0.5,9,2,100,7.274859741725897,0.2290023884682617
Liar,0.5,9,3,100,6.673739837334578,0.26851635624977316
Liar,0.5,9,4,100,6.456478532851342,0.2348458145800071
Liar,0.5,9,5,100,6.328829857725581,0.1413247930977599
Liar,0.5,9,6,100,6.3748165566854,0.04133865051331289
Liar,0.5,9,7,100,7.007319069501427,0.0015065906812753585
Liar,0.5,9,8,100,8.013918380577895,0.0015986556273736702
Liar,0.5,9,9,100,9.001329659548656,1.535748232247186e-4
Liar,0.5,9,10,100,9.999887229224429,1.2578926759851909e-5
Detector2,0.5,9,0,100,0.01809203507235972,0.0017764713339300225
Detector2,0.5,9,1,100,0.012686973768289195,0.0012526014464891938
Detector2,0.5,9,2,100,0.0059685010882247844,5.932878082984645e-4
Detector2,0.5,9,3,100,0.0032216234494710024,3.211244591820821e-4
Detector2,0.5,9,4,100,0.004102343662553103,4.0855144390274133e-4
Detector2,0.5,9,5,100,0.01227878281373192,0.0012128014306345123
Detector2,0.5,9,6,100,0.053397645272394184,0.005054633675175774
Detector2,0.5,9,7,100,0.21179423559260746,0.016693743736235056
Detector2,0.5,9,8,100,0.16712237945840122,0.013919248974256337
Detector2,0.5,9,9,100,0.44000645289959567,0.024640077430631156
Detector2,0.5,9,10,100,0.5348672250865957,0.02487842766147607
Detector,0.5,10,0,100,0.03351839529040737,0.003239491246756337
Detector,0.5,10,1,100,0.03351337239304832,0.003239022626389319
Detector,0.5,10,2,100,0.03331901865111822,0.003220886164724466
Detector,0.5,10,3,100,0.03325248444137371,0.003214675671984991
Detector,0.5,10,4,100,0.03351105693895398,0.0032388066001788167
Detector,0.5,10,5,100,0.035133431054164395,0.003389907307652667
Detector,0.5,10,6,100,0.05014671339086131,0.004763202052695612
Detector,0.5,10,7,100,0.3685041823081572,0.023270884992955362
Detector,0.5,10,8,100,0.287158366908429,0.020469843922291307
Detector,0.5,10,9,100,0.49216152824913384,0.024993855836061087
Detector,0.5,10,10,100,0.4922134755356335,0.02499393700367658
Liar,0.5,10,0,100,8.33704248501132,0.16573925715400287
Liar,0.5,10,1,100,8.005550675516039,0.20246181753720327
Liar,0.5,10,2,100,7.396841918624584,0.2633994938305425
Liar,0.5,10,3,100,6.927725635516707,0.2773474105967548
Liar,0.5,10,4,100,6.570801136091551,0.2108668949226459
Liar,0.5,10,5,100,6.157665426820633,0.10183407466128272
Liar,0.5,10,6,100,6.275297511277046,0.02474702348358461
Liar,0.5,10,7,100,7.004604383948134,7.079744250904534e-4
Liar,0.5,10,8,100,8.008276723665592,7.626631684334186e-4
Liar,0.5,10,9,100,9.000796209476848,7.371450664666114e-5
Liar,0.5,10,10,100,9.999933473930826,5.960412197741803e-6
Detector2,0.5,10,0,100,0.00654937875696749,6.506484394865273e-4
Detector2,0.5,10,1,100,0.004640840031056801,4.6193026348629413e-4
Detector2,0.5,10,2,100,0.002319751683718697,2.3143704358445815e-4
Detector2,0.5,10,3,100,0.0016069953846090143,1.6044129504428595e-4
Detector2,0.5,10,4,100,0.0028334546415689677,2.8254261763631394e-4
Detector2,0.5,10,5,100,0.009608374881930658,9.516054014058943e-4
Detector2,0.5,10,6,100,0.044476660917568606,0.004249848755119223
Detector2,0.5,10,7,100,0.19746625667424325,0.015847333414930515
Detector2,0.5,10,8,100,0.13280766325800594,0.011516978783795404
Detector2,0.5,10,9,100,0.3775188836996702,0.023499837614982512
Detector2,0.5,10,10,100,0.4734216914612264,0.02492935935152178
Detector,0.5,11,0,100,0.03163712842377575,0.003063622052887327
Detector,0.5,11,1,100,0.031635916978280366,0.003063508573522372
Detector,0.5,11,2,100,0.03157166014507587,0.00305748904207597
Detector,0.5,11,3,100,0.0315632111403898,0.003056697484289697
Detector,0.5,11,4,100,0.03171309552883998,0.0030707375100818652
Detector,0.5,11,5,100,0.0325580750060861,0.0031498046757984176
Detector,0.5,11,6,100,0.03898735009449506,0.0037467336627104338
Detector,0.5,11,7,100,0.18328444166271673,0.014969125510710293
Detector,0.5,11,8,100,0.4179982078360189,0.024327570608189523
Detector,0.5,11,9,100,0.4221682708189625,0.024394222193268967
Detector,0.5,11,10,100,0.42227060207243833,0.02439581406978188
Liar,0.5,11,0,100,8.755092026438374,0.12184446184967246
Liar,0.5,11,1,100,8.467047634832705,0.1513309324276215
Liar,0.5,11,2,100,7.78758189014105,0.20376624472685956
Liar,0.5,11,3,100,6.860705010134791,0.2260177305002117
Liar,0.5,11,4,100,6.036269807902259,0.15899863783214513
Liar,0.5,11,5,100,5.686969917635985,0.06036932163955837
Liar,0.5,11,6,100,6.1449392882795495,0.013209862559805472
Liar,0.5,11,7,100,7.0108113618919425,0.0010480769774886003
Liar,0.5,11,8,100,8.000910025884892,1.7023571224536932e-4
Liar,0.5,11,9,100,9.000369333250632,3.607276939762065e-5
Liar,0.5,11,10,100,9.999976996217484,2.029849395774176e-6
Detector2,0.5,11,0,100,0.0026461056247021903,2.6391037497251095e-4
Detector2,0.5,11,1,100,0.0018701157302070974,1.8666183973627294e-4
Detector2,0.5,11,2,100,9.288984318389748e-4,9.280355795423018e-5
Detector2,0.5,11,3,100,6.529942924294664e-4,6.52567890883521e-5
Detector2,0.5,11,4,100,0.0011989407225547913,1.1975032636985911e-4
Detector2,0.5,11,5,100,0.004178045839881433,4.1605897728412826e-4
Detector2,0.5,11,6,100,0.020331967963284642,0.001991857904202461
Detector2,0.5,11,7,100,0.10751836534528614,0.00959581664587637
Detector2,0.5,11,8,100,0.3192388920216275,0.021732542184243114
Detector2,0.5,11,9,100,0.3377150599289523,0.022366359822613646
Detector2,0.5,11,10,100,0.43997627304676507,0.024639715220264348
Detector,0.5,12,0,100,0.031523621239696896,0.003052988254363303
Detector,0.5,12,1,100,0.03152373170807148,0.0030529986047269013
Detector,0.5,12,2,100,0.03150055709754123,0.0030508272000085777
Detector,0.5,12,3,100,0.03150340684209813,0.0030510942199439375
Detector,0.5,12,4,100,0.031585160660047885,0.003058753828612685
Detector,0.5,12,5,100,0.03202206465555042,0.0030996652030746167
Detector,0.5,12,6,100,0.035034605970773104,0.0033807182355245777
Detector,0.5,12,7,100,0.08440370353315428,0.0077279718363041676
Detector,0.5,12,8,100,0.41052300107269085,0.024199386666296237
Detector,0.5,12,9,100,0.5097939934922154,0.024990407769147443
Detector,0.5,12,10,100,0.5101959902393745,0.02498960417830386
Liar,0.5,12,0,100,8.60925604466684,0.1392518261456461
Liar,0.5,12,1,100,8.085849103873532,0.19078127233495823
Liar,0.5,12,2,100,7.17668845265628,0.24506984920301447
Liar,0.5,12,3,100,6.2156511672237515,0.22286934352816518
Liar,0.5,12,4,100,5.4314984826231765,0.11783805081371237
Liar,0.5,12,5,100,5.390772834046556,0.034130597379460184
Liar,0.5,12,6,100,6.075601511656368,0.006739220353326361
Liar,0.5,12,7,100,7.008396737618147,7.583882163228173e-4
Liar,0.5,12,8,100,8.00015683965716,2.7379920130874136e-5
Liar,0.5,12,9,100,9.000182667205076,1.7194561845978713e-5
Liar,0.5,12,10,100,9.999988784210368,9.72073576184507e-7
Detector2,0.5,12,0,100,9.477760510651397e-4,9.468777716221671e-5
Detector2,0.5,12,1,100,6.861246334998151e-4,6.856538664871198e-5
Detector2,0.5,12,2,100,3.776682402260602e-4,3.775256069263847e-5
Detector2,0.5,12,3,100,3.4541778775977526e-4,3.452984743116744e-5
Detector2,0.5,12,4,100,7.600135759554743e-4,7.594359553198377e-5
Detector2,0.5,12,5,100,0.0027598058312924773,2.7521893030660414e-4
Detector2,0.5,12,6,100,0.013720864710687166,0.0013532602582278187
Detector2,0.5,12,7,100,0.07755136475781389,0.007153715058201439
Detector2,0.5,12,8,100,0.29121613410884817,0.02064092973435455
Detector2,0.5,12,9,100,0.31228179216959423,0.02147618744489406
Detector2,0.5,12,10,100,0.4317138768170246,0.024533700538063953
Detector,0.5,13,0,100,0.02993503695994035,0.0029038930522147354
Detector,0.5,13,1,100,0.029936806106852,0.0029040593746972746
Detector,0.5,13,2,100,0.02993255448017157,0.0029036596662463127
Detector,0.5,13,3,100,0.029943599233727587,0.0029046980098657495
Detector,0.5,13,4,100,0.0300093803709369,0.002910881746068933
Detector,0.5,13,5,100,0.030341056197429717,0.0029420476506254126
Detector,0.5,13,6,100,0.032548984698313244,0.0031489548293422214
Detector,0.5,13,7,100,0.06107467855562985,0.005734456219495634
Detector,0.5,13,8,100,0.47800203193027563,0.02495160894008034
Detector,0.5,13,9,100,0.44914443508980684,0.024741371151766514
Detector,0.5,13,10,100,0.4500326695368667,0.0247503265886388
Liar,0.5,13,0,100,8.097727829598595,0.15881156150106396
Liar,0.5,13,1,100,7.141629134679431,0.22923051835422834
Liar,0.5,13,2,100,5.9671020418253935,0.2640096008718524
Liar,0.5,13,3,100,5.088936058492599,0.18899339790878839
Liar,0.5,13,4,100,4.726490207232643,0.07372752439109542
Liar,0.5,13,5,100,5.166515651601779,0.017532837528271176
Liar,0.5,13,6,100,6.030504116746467,0.003267134231232147
Liar,0.5,13,7,100,7.004045914240747,4.3569491505926657e-4
Liar,0.5,13,8,100,8.000052917902881,1.1228683629095307e-5
Liar,0.5,13,9,100,9.000070553353645,8.022075005088612e-6
Liar,0.5,13,10,100,9.99999548068833,4.747150591370526e-7
Detector2,0.5,13,0,100,2.952919935551917e-4,2.952047961937339e-5
Detector2,0.5,13,1,100,2.3122055668544795e-4,2.3116709373961404e-5
Detector2,0.5,13,2,100,1.6409164565371604e-4,1.6406471958554268e-5
Detector2,0.5,13,3,100,2.167062377726025e-4,2.1665927617911293e-5
Detector2,0.5,13,4,100,5.499493862896875e-4,5.4964694196220714e-5
Detector2,0.5,13,5,100,0.0020419309732632933,2.037761491163721e-4
Detector2,0.5,13,6,100,0.010276209771675942,0.0010170609284404454
Detector2,0.5,13,7,100,0.06191760948097683,0.005808381911713808
Detector2,0.5,13,8,100,0.28195194871810086,0.02024550473321663
Detector2,0.5,13,9,100,0.23835813022452595,0.01815435319803939
Detector2,0.5,13,10,100,0.35702279790884794,0.022955751968218585
Detector,0.5,14,0,100,0.02991806438270661,0.0029022973806298834
Detector,0.5,14,1,100,0.02991954313042843,0.002902436406929486
Detector,0.5,14,2,100,0.02992026320262594,0.0029025041052511526
Detector,0.5,14,3,100,0.02992950679683526,0.002903373141973345
Detector,0.5,14,4,100,0.029971646545935263,0.0029073346949260786
Detector,0.5,14,5,100,0.03017817630166466,0.0029267453976770308
Detector,0.5,14,6,100,0.031517383406782076,0.0030524037949971974
Detector,0.5,14,7,100,0.04599116274664259,0.004387597569585443
Detector,0.5,14,8,100,0.4166667969621181,0.024305557727144718
Detector,0.5,14,9,100,0.48394816994886947,0.024974233875200962
Detector,0.5,14,10,100,0.4891097710175024,0.024988140291270878
Liar,0.5,14,0,100,7.757111823640866,0.17809636495182382
Liar,0.5,14,1,100,6.4854522541050885,0.25588573893600464
Liar,0.5,14,2,100,5.253872912132019,0.2517471460685522
Liar,0.5,14,3,100,4.44047191432586,0.1377613601086179
Liar,0.5,14,4,100,4.403726451635109,0.04127071949845601
Liar,0.5,14,5,100,5.083308501462746,0.008713129502279654
Liar,0.5,14,6,100,6.0148810806313575,0.0015808936034952196
Liar,0.5,14,7,100,7.002177136624382,2.3492218476690662e-4
Liar,0.5,14,8,100,8.000022999643413,4.829253625564614e-6
Liar,0.5,14,9,100,9.000033598903867,3.80462118587523e-6
Liar,0.5,14,10,100,9.99999779582494,2.3297765468057226e-7
Detector2,0.5,14,0,100,1.213506664622183e-4,1.2133594047796747e-5
Detector2,0.5,14,1,100,9.931157770237858e-5,9.930171491291286e-6
Detector2,0.5,14,2,100,7.862560128122675e-5,7.861941929604992e-6
Detector2,0.5,14,3,100,1.1434549651639666e-4,1.1433242162382309e-5
Detector2,0.5,14,4,100,2.9641739461354577e-4,2.963295313417163e-5
Detector2,0.5,14,5,100,0.0011009391250580978,1.0997270581010143e-4
Detector2,0.5,14,6,100,0.005561631744463088,5.530699996802068e-4
Detector2,0.5,14,7,100,0.03454383148491919,0.00333505551912607
Detector2,0.5,14,8,100,0.17320275276908573,0.014320355920229668
Detector2,0.5,14,9,100,0.29257479009045767,0.02069747822939823
Detector2,0.5,14,10,100,0.48165118697004156,0.024966332106039164
Detector,0.5,15,0,100,0.032992760519336854,0.003190423827265054
Detector,0.5,15,1,100,0.03299396455538877,0.0031905362858306524
Detector,0.5,15,2,100,0.03299602233187674,0.0031907284842151032
Detector,0.5,15,3,100,0.033003236098399745,0.003191402250543303
Detector,0.5,15,4,100,0.03303164264523365,0.0031940553229391233
Detector,0.5,15,5,100,0.033168285771034076,0.003206815059004509
Detector,0.5,15,6,100,0.03404209145399388,0.00328832274634318
Detector,0.5,15,7,100,0.042657956479672,0.0040838255228650405
Detector,0.5,15,8,100,0.3308836071087027,0.022139964565543634
Detector,0.5,15,9,100,0.41178831546192785,0.024221869871095564
Detector,0.5,15,10,100,0.433561568125505,0.02455859347700581
Liar,0.5,15,0,100,7.647939639022205,0.2207915759118036
Liar,0.5,15,1,100,6.318480797992043,0.2795114949184515
Liar,0.5,15,2,100,4.970850262221114,0.21257167642124464
Liar,0.5,15,3,100,4.076255688770042,0.08610269624141319
Liar,0.5,15,4,100,4.256550328165229,0.02122686517247497
Liar,0.5,15,5,100,5.05006202427797,0.004197460905598071
Liar,0.5,15,6,100,6.00886521910845,7.516967075108228e-4
Liar,0.5,15,7,100,7.001364343009235,1.1721328478973025e-4
Liar,0.5,15,8,100,8.000025212628897,2.8621070799369273e-6
Liar,0.5,15,9,100,9.000020018614332,1.7877123796905482e-6
Liar,0.5,15,10,100,9.999998669921599,1.1067828504835075e-7
Detector2,0.5,15,0,100,4.0371870614098816e-5,4.037024072616193e-6
Detector2,0.5,15,1,100,3.901686444948356e-5,3.901534213377209e-6
Detector2,0.5,15,2,100,4.168234297955981e-5,4.168060556184355e-6
Detector2,0.5,15,3,100,7.298041909741494e-5,7.297509295584331e-6
Detector2,0.5,15,4,100,1.9594495371787492e-4,1.959065592929874e-5
Detector2,0.5,15,5,100,7.291758794950334e-4,7.28644182031796e-5
Detector2,0.5,15,6,100,0.0036994767603068424,3.685790632006792e-4
Detector2,0.5,15,7,100,0.02392395863372876,0.0023351602837020395
Detector2,0.5,15,8,100,0.12722706918247007,0.011104034204970904
Detector2,0.5,15,9,100,0.24832938889095837,0.018666190350400156
Detector2,0.5,15,10,100,0.4577761500341474,0.024821714649406117
Detector,0.5,16,0,100,0.02836992585187049,0.002756507315902986
Detector,0.5,16,1,100,0.02837070798328134,0.0027565810911808716
Detector,0.5,16,2,100,0.028372224307871143,0.002756724119569499
Detector,0.5,16,3,100,0.028376791216519547,0.0027571548936773604
Detector,0.5,16,4,100,0.028394136986438008,0.00275879099712334
Detector,0.5,16,5,100,0.02847702530891116,0.0027666084338466793
Detector,0.5,16,6,100,0.02900096999721358,0.00281599137364343
Detector,0.5,16,7,100,0.033749141645525345,0.0032610137083715616
Detector,0.5,16,8,100,0.162209212044221,0.013589738357221395
Detector,0.5,16,9,100,0.45523029574962515,0.0247995673581334
Detector,0.5,16,10,100,0.5266047474866392,0.02492921874111722
Liar,0.5,16,0,100,6.742462449065965,0.27326063550084634
Liar,0.5,16,1,100,5.256803586166652,0.2793806173634227
Liar,0.5,16,2,100,3.965820651888166,0.15747519476430932
Liar,0.5,16,3,100,3.5684330607515355,0.04845969047529123
Liar,0.5,16,4,100,4.1215567043057435,0.010563577549022877
Liar,0.5,16,5,100,5.022997793681618,0.002019282156319738
Liar,0.5,16,6,100,6.0040489921501194,3.596168418772504e-4
Liar,0.5,16,7,100,7.0006380774559345,5.763430184609104e-5
Liar,0.5,16,8,100,8.000031086265698,2.8875163688494605e-6
Liar,0.5,16,9,100,9.000009029718784,8.482703259103448e-7
Liar,0.5,16,10,100,9.999999386402358,5.3900282967465796e-8
Detector2,0.5,16,0,100,1.2790479556585915e-5,1.2790315960218628e-6
Detector2,0.5,16,1,100,1.6489973286799033e-5,1.6489701367580033e-6
Detector2,0.5,16,2,100,2.3921314716149304e-5,2.3920742486851553e-6
Detector2,0.5,16,3,100,4.699736622490122e-5,4.699515747246914e-6
Detector2,0.5,16,4,100,1.2808178091569105e-4,1.280653759730885e-5
Detector2,0.5,16,5,100,4.765034758341965e-4,4.762764202717144e-5
Detector2,0.5,16,6,100,0.0024251575565669772,2.4192761673928032e-4
Detector2,0.5,16,7,100,0.016169859883716144,0.0015908395515057132
Detector2,0.5,16,8,100,0.09755831150398325,0.008804068736047502
Detector2,0.5,16,9,100,0.18869861181610417,0.01530914457147794
Detector2,0.5,16,10,100,0.3965334573228045,0.023929467454642805
Detector,0.5,17,0,100,0.032220392749128676,0.003118223904022057
Detector,0.5,17,1,100,0.03222084206026361,0.003118265939719116
Detector,0.5,17,2,100,0.03222178673337436,0.0031183543193083296
Detector,0.5,17,3,100,0.032224351792620044,0.0031185942944165507
Detector,0.5,17,4,100,0.03223380679875236,0.0031194788498013068
