role,p,decay,ks,n,val,se,mor
Liar,0.2,NA,5,50,4.994047731416941,7.012728600825894e-4,16
Liar,0.2,NA,6,50,5.947484548685894,0.00610836341478628,16
Liar,0.2,NA,7,50,6.58375405560869,0.047001372296308734,16
Liar,0.2,NA,8,50,5.784472940732674,0.2134057212167052,16
Liar,0.2,NA,9,50,3.2842368425325414,0.27952317366710205,16
Liar,0.2,NA,10,50,1.2774258827950749,0.13612361069738055,16
Detector2,0.2,NA,0,50,0.1524639242772354,0.018274280421181625,16
Detector2,0.2,NA,1,50,0.04362620688210953,0.005900517724519126,16
Detector2,0.2,NA,2,50,0.006669232994420627,9.368817414776041e-4,16
Detector2,0.2,NA,3,50,0.0013633680610786124,1.9254649012472876e-4,16
Detector2,0.2,NA,4,50,3.8390062706188935e-4,5.4270904703598055e-5,16
Detector2,0.2,NA,5,50,1.2057183759449233e-4,1.7049376874051815e-5,16
Detector2,0.2,NA,6,50,2.9364463421966094e-5,4.152640298680346e-6,16
Detector2,0.2,NA,7,50,5.013535851003446e-6,7.090174848908798e-7,16
Detector2,0.2,NA,8,50,8.065720876230489e-7,1.1406642653193961e-7,16
Detector2,0.2,NA,9,50,1.9566859877333425e-7,2.7671713197092476e-8,16
Detector2,0.2,NA,10,50,1.1085306561994004e-7,1.5676989145192887e-8,16
Detector,0.2,NA,0,50,0.22416191700705898,0.02459506210348418,17
Detector,0.2,NA,1,50,0.027303652397476237,0.0037558914254320385,17
Detector,0.2,NA,2,50,0.016793773274774642,0.0023351130116816133,17
Detector,0.2,NA,3,50,0.016155902364800186,0.002247876785583516,17
Detector,0.2,NA,4,50,0.016056351463607742,0.0022342516663147235,17
Detector,0.2,NA,5,50,0.016032566472296894,0.0022309958982625576,17
Detector,0.2,NA,6,50,0.016025446402309514,0.002230021248481871,17
Detector,0.2,NA,7,50,0.016023831679305604,0.002229800210819821,17
Detector,0.2,NA,8,50,0.01602359765747903,0.0022297681757673152,17
Detector,0.2,NA,9,50,0.01602356978618896,0.002229764360488649,17
Detector,0.2,NA,10,50,0.01602356658155311,0.0022297639218085896,17
Liar,0.2,NA,0,50,2.7361113226870433e-9,3.0364891665145654e-10,17
Liar,0.2,NA,1,50,0.9999999002725074,1.506113135726916e-8,17
Liar,0.2,NA,2,50,1.9999980962845798,2.45812725348123e-7,17
Liar,0.2,NA,3,50,2.999977774471429,2.7358293370660297e-06,17
Liar,0.2,NA,4,50,3.999775862215725,2.6953810087498886e-5,17
Liar,0.2,NA,5,50,4.997902909600783,2.4868886359211107e-4,17
Liar,0.2,NA,6,50,5.981326662697856,0.002191070007067194,17
Liar,0.2,NA,7,50,6.843327083005298,0.018060079537343822,17
Liar,0.2,NA,8,50,6.922654323167877,0.11427688538792374,17
Liar,0.2,NA,9,50,4.9198977756854925,0.28905277105791766,17
Liar,0.2,NA,10,50,2.104186330502774,0.19725571496448385,17
Detector2,0.2,NA,0,50,0.09518198786187523,0.012179543364585047,17
Detector2,0.2,NA,1,50,0.04253046685159468,0.005758907611188215,17
Detector2,0.2,NA,2,50,0.006046856245759261,8.499836142452097e-4,17
Detector2,0.2,NA,3,50,0.001220651764800446,1.7241551156159802e-4,17
Detector2,0.2,NA,4,50,3.4004174372713594e-4,4.8072812251814667e-5,17
Detector2,0.2,NA,5,50,1.0549125693646829e-4,1.4917142832964953e-5,17
Detector2,0.2,NA,6,50,2.5286857208476458e-5,3.5760112130303577e-6,17
Detector2,0.2,NA,7,50,4.1933972552383104e-6,5.93033440242384e-7,17
Detector2,0.2,NA,8,50,6.086503907556251e-7,8.607611134473819e-8,17
Detector2,0.2,NA,9,50,9.698499637669164e-8,1.3715748392040341e-8,17
Detector2,0.2,NA,10,50,2.6303956521353495e-8,3.7199411078078614e-9,17
Detector,0.2,NA,0,50,0.21899966811690724,0.024188540971786916,18
Detector,0.2,NA,1,50,0.02410692524178492,0.003327047911730518,18
Detector,0.2,NA,2,50,0.020141586310857287,0.0027910781422039407,18
Detector,0.2,NA,3,50,0.019823546993359382,0.002747898124432683,18
Detector,0.2,NA,4,50,0.019772603004823388,0.00274097882963504,18
Detector,0.2,NA,5,50,0.019760425593356296,0.002739324765238757,18
Detector,0.2,NA,6,50,0.019756800202991236,0.0027388323183993196,18
Detector,0.2,NA,7,50,0.01975598440348914,0.0027387215055754382,18
Detector,0.2,NA,8,50,0.019755867281356837,0.0027387055964619954,18
Detector,0.2,NA,9,50,0.01975585352866805,0.002738703728385385,18
Detector,0.2,NA,10,50,0.019755852015843463,0.0027387035228930395,18
Liar,0.2,NA,0,50,1.4341615367449946e-9,1.164521030793587e-10,18
Liar,0.2,NA,1,50,0.9999999499615726,5.927692662197223e-9,18
Liar,0.2,NA,2,50,1.999999114165931,9.153842958593028e-8,18
Liar,0.2,NA,3,50,2.9999897287218626,1.0177750448597316e-6,18
Liar,0.2,NA,4,50,3.999896670378212,1.0031486300515852e-5,18
Liar,0.2,NA,5,50,4.999034147290765,9.263473475193701e-5,18
Liar,0.2,NA,6,50,5.991382936400444,8.195284213429907e-4,18
Liar,0.2,NA,7,50,6.926293874244041,0.006947335797350333,18
Liar,0.2,NA,8,50,7.430731908977637,0.05216671075551571,18
Liar,0.2,NA,9,50,6.083612245029956,0.22900809967648594,18
Liar,0.2,NA,10,50,3.0602801012210503,0.28910399788522867,18
Detector2,0.2,NA,0,50,0.08570205543740396,0.011081383351991365,18
Detector2,0.2,NA,1,50,0.02391858954368667,0.003301692366568902,18
Detector2,0.2,NA,2,50,0.003225554698741252,4.5469094359858295e-4,18
Detector2,0.2,NA,3,50,6.510804694083576e-4,9.201673367336264e-5,18
Detector2,0.2,NA,4,50,1.8239199206167246e-4,2.5789418242729976e-5,18
Detector2,0.2,NA,5,50,5.700811083623702e-5,8.061704742228599e-6,18
Detector2,0.2,NA,6,50,1.37850344072662e-5,1.949471387752948e-6,18
Detector2,0.2,NA,7,50,2.304261228389203e-6,3.2587099715021537e-7,18
Detector2,0.2,NA,8,50,3.3168072658942794e-7,4.690672263399214e-8,18
Detector2,0.2,NA,9,50,4.644273482267336e-8,6.5679942409565596e-9,18
Detector2,0.2,NA,10,50,6.279233986202237e-9,8.880177808840559e-10,18
Detector,0.2,NA,0,50,0.08051047289555957,0.010469216053262948,19
Detector,0.2,NA,1,50,0.028963055001320657,0.00397736200452184,19
Detector,0.2,NA,2,50,0.027396394325494892,0.0037682896858582428,19
Detector,0.2,NA,3,50,0.0272519341837933,0.0037489763883401185,19
Detector,0.2,NA,4,50,0.027228300888019884,0.003745816222314464,19
Detector,0.2,NA,5,50,0.02722259609976919,0.003745053373257315,19
Detector,0.2,NA,6,50,0.027220879232956484,0.0037448237905889077,19
Detector,0.2,NA,7,50,0.027220488148332233,0.003744771493898735,19
Detector,0.2,NA,8,50,0.027220431260948568,0.0037447638867899326,19
Detector,0.2,NA,9,50,0.027220424497818738,0.00374476298240895,19
Detector,0.2,NA,10,50,0.02722042376267585,0.0037447628841039836,19
Liar,0.2,NA,0,50,5.781730991566255e-10,4.082271771770504e-11,19
Liar,0.2,NA,1,50,0.9999999818212086,2.0399813852598763e-9,19
Liar,0.2,NA,2,50,1.9999996894066467,3.185863223815216e-8,19
Liar,0.2,NA,3,50,2.9999964132726595,3.5833964185306164e-7,19
Liar,0.2,NA,4,50,3.9999639680721573,3.554805337044416e-6,19
Liar,0.2,NA,5,50,4.999663397102213,3.296377704007155e-5,19
Liar,0.2,NA,6,50,5.996994766913143,2.92838059105678e-4,19
Liar,0.2,NA,7,50,6.974079376747797,0.0025141372592914573,19
Liar,0.2,NA,8,50,7.7877320986105385,0.020354397879231982,19
Liar,0.2,NA,9,50,7.580054730395123,0.1275669383096418,19
Liar,0.2,NA,10,50,4.947923932191111,0.3164185431269109,19
Detector2,0.2,NA,0,50,0.0761323405429652,0.009947041824204935,19
Detector2,0.2,NA,1,50,0.012785439451120994,0.001785016397096722,19
Detector2,0.2,NA,2,50,0.0016539947864479515,2.3352329968091801e-4,19
Detector2,0.2,NA,3,50,3.3185566776621855e-4,4.691590413336307e-5,19
Detector2,0.2,NA,4,50,9.264361529504664e-5,1.3100571924956962e-5,19
Detector2,0.2,NA,5,50,2.8853289220069656e-5,4.08035355839121e-6,19
Detector2,0.2,NA,6,50,6.9476026600217375e-6,9.825325644849284e-7,19
Detector2,0.2,NA,7,50,1.154652611617711e-6,1.6329234977177224e-7,19
Detector2,0.2,NA,8,50,1.6408207784403264e-7,2.320470617546186e-8,19
Detector2,0.2,NA,9,50,2.1620436683974927e-8,3.05759141218415e-9,19
Detector2,0.2,NA,10,50,1.6800849430711168e-9,2.375998908438123e-10,19
Detector,0.2,NA,0,50,0.03294756652970863,0.00450597070162636,20
Detector,0.2,NA,1,50,0.011343343592362248,0.0015859941449987635,20
Detector,0.2,NA,2,50,0.010524307111364642,0.0014726978086274413,20
Detector,0.2,NA,3,50,0.010443006800730136,0.0014614412822274657,20
Detector,0.2,NA,4,50,0.010429603538011872,0.0014595853388271979,20
Detector,0.2,NA,5,50,0.010426367088037647,0.001459137181525791,20
Detector,0.2,NA,6,50,0.010425394359803853,0.001459002485442816,20
Detector,0.2,NA,7,50,0.010425173207669875,0.0014589718619228292,20
Detector,0.2,NA,8,50,0.010425141113049445,0.0014589674176948364,20
Detector,0.2,NA,9,50,0.010425137310385071,0.0014589668911297036,20
Detector,0.2,NA,10,50,0.010425136901478829,0.0014589668345073594,20
Liar,0.2,NA,0,50,2.4983156831011645e-10,1.2299764551766125e-11,20
Liar,0.2,NA,1,50,0.9999999928924221,4.2940494201303265e-10,20
Liar,0.2,NA,2,50,1.999999879383343,6.97152843862712e-9,20
Liar,0.2,NA,3,50,2.9999986064838313,7.962414659882144e-8,20
Liar,0.2,NA,4,50,3.9999859935365514,7.961142890057246e-7,20
Liar,0.2,NA,5,50,4.999869100347657,7.417668345661854e-6,20
Liar,0.2,NA,6,50,5.9988304990211,6.613627371384712e-5,20
Liar,0.2,NA,7,50,6.989877561211479,5.712862804389393e-4,20
Liar,0.2,NA,8,50,7.915101879093402,0.004764734820018811,20
Liar,0.2,NA,9,50,8.344519800134435,0.03562656048229463,20
Liar,0.2,NA,10,50,6.485763702313571,0.16286354529764344,20
Detector2,0.2,NA,0,50,0.06001641938263947,0.007978207858855684,20
Detector2,0.2,NA,1,50,0.005892879633485843,8.284680275984518e-4,20
Detector2,0.2,NA,2,50,7.440748363709597e-4,1.0514977494080699e-4,20
Detector2,0.2,NA,3,50,1.4903363513993646e-4,2.1073397693271665e-5,20
Detector2,0.2,NA,4,50,4.1618419216610726e-5,5.88548833515053e-6,20
Detector2,0.2,NA,5,50,1.297103593795689e-5,1.8343577003204606e-6,20
Detector2,0.2,NA,6,50,3.1260074574350205e-6,4.4208283227985365e-7,20
Detector2,0.2,NA,7,50,5.198614814525357e-7,7.351947754259015e-8,20
Detector2,0.2,NA,8,50,7.371791390987251e-8,1.0425286595588958e-8,20
Detector2,0.2,NA,9,50,9.467274480039896e-9,1.338874784162616e-9,20
Detector2,0.2,NA,10,50,4.5439945436527966e-10,6.426178708063076e-11,20
Detector,0.2,NA,0,50,0.027003409922646368,0.0037157366432134776,21
Detector,0.2,NA,1,50,0.018286291494986714,0.002538782474723723,21
Detector,0.2,NA,2,50,0.017933424513968583,0.0024906870175417056,21
Detector,0.2,NA,3,50,0.017897573664869385,0.0024857986077130778,21
Detector,0.2,NA,4,50,0.01789166563896495,0.002484992989339292,21
Detector,0.2,NA,5,50,0.017890244590805342,0.0024847992137486193,21
Detector,0.2,NA,6,50,0.017889820151584256,0.0024847413366685,21
Detector,0.2,NA,7,50,0.017889724383972468,0.002484728277666279,21
Detector,0.2,NA,8,50,0.017889710604199104,0.002484726398637367,21
Detector,0.2,NA,9,50,0.01788970898840176,0.002484726178305008,21
Detector,0.2,NA,10,50,0.01788970881746751,0.002484726154996177,21
Liar,0.2,NA,0,50,9.652266794636495e-11,5.105559276204542e-12,21
Liar,0.2,NA,1,50,0.9999999967315382,1.8043148968324515e-10,21
Liar,0.2,NA,2,50,1.999999946096011,2.958690790209569e-9,21
Liar,0.2,NA,3,50,2.9999993820586903,3.386521865200071e-8,21
Liar,0.2,NA,4,50,3.999993811411202,3.38910637223439e-7,21
Liar,0.2,NA,5,50,4.999942284021481,3.1594214006119986e-6,21
Liar,0.2,NA,6,50,5.999484994839589,2.8183720595827574e-5,21
Liar,0.2,NA,7,50,6.995543001380627,2.4383594779867887e-4,21
Liar,0.2,NA,8,50,7.962414134814209,0.0020542909038069063,21
Liar,0.2,NA,9,50,8.697386694885193,0.01643929401616455,21
Liar,0.2,NA,10,50,8.007849176725552,0.10388562402206047,21
Detector2,0.2,NA,0,50,0.035586540172507564,0.004853600509030304,21
Detector2,0.2,NA,1,50,0.0027719111225795964,3.909208205682393e-4,21
Detector2,0.2,NA,2,50,3.4543012141607037e-4,4.883432158122517e-5,21
Detector2,0.2,NA,3,50,6.899544322510553e-5,9.756755936939418e-6,21
Detector2,0.2,NA,4,50,1.9225694375122227e-5,2.7188714999363064e-6,21
Detector2,0.2,NA,5,50,5.977567351610769e-6,8.453506286941328e-7,21
Detector2,0.2,NA,6,50,1.4364821271963016e-6,2.031489588184886e-7,21
Detector2,0.2,NA,7,50,2.3803850584853353e-7,3.366372032053875e-8,21
Detector2,0.2,NA,8,50,3.3564205163643474e-8,4.7466952559507074e-9,21
Detector2,0.2,NA,9,50,4.231822998733554e-9,5.984701453045176e-10,21
Detector2,0.2,NA,10,50,1.3747569948563505e-10,1.94419998682585e-11,21
Detector,0.2,NA,0,50,0.017582816841003407,0.0024428646213735055,22
Detector,0.2,NA,1,50,0.014325390930414014,0.0019968941722508624,22
Detector,0.2,NA,2,50,0.014176165599193534,0.0019763920103618503,22
Detector,0.2,NA,3,50,0.014160800590419862,0.0019742806445205417,22
Detector,0.2,NA,4,50,0.014158263859559211,0.0019739320560072508,22
Detector,0.2,NA,5,50,0.014157653269179475,0.0019738481505818003,22
Detector,0.2,NA,6,50,0.014157470767645909,0.001973823071769841,22
Detector,0.2,NA,7,50,0.014157429556646103,0.0019738174086768655,22
Detector,0.2,NA,8,50,0.014157423621855302,0.001973816593135532,22
Detector,0.2,NA,9,50,0.014157422925367834,0.0019738164974262913,22
Detector,0.2,NA,10,50,0.014157422851722898,0.001973816487306223,22
Liar,0.2,NA,0,50,3.807820727078831e-11,1.7223594677390147e-12,22
Liar,0.2,NA,1,50,0.9999999986001642,6.536290097321684e-11,22
Liar,0.2,NA,2,50,1.9999999771772883,1.0628237724745159e-9,22
Liar,0.2,NA,3,50,2.9999997391930058,1.2135783301996489e-8,22
Liar,0.2,NA,4,50,3.9999973919139635,1.2131218049633644e-7,22
Liar,0.2,NA,5,50,4.999975697217068,1.1301622266068716e-6,22
Liar,0.2,NA,6,50,5.999783254702659,1.0077864302213624e-5,22
Liar,0.2,NA,7,50,6.998124247104198,8.720373824439209e-5,22
Liar,0.2,NA,8,50,7.984141470055673,7.370296277703187e-4,22
Liar,0.2,NA,9,50,8.869719010965762,0.00604381742183023,22
Liar,0.2,NA,10,50,9.029345988770363,0.044449703112386996,22
Detector2,0.2,NA,0,50,0.017414036098512786,0.0024198307667987625,22
Detector2,0.2,NA,1,50,0.0011624533412399809,1.6420462571735699e-4,22
Detector2,0.2,NA,2,50,1.439277391177559e-4,2.0351526495360125e-5,22
Detector2,0.2,NA,3,50,2.8719941760367394e-5,4.061496465515588e-6,22
Detector2,0.2,NA,4,50,7.998514260449563e-6,1.131151686990971e-6,22
Detector2,0.2,NA,5,50,2.4854713037510492e-6,3.5149784902539873e-7,22
Detector2,0.2,NA,6,50,5.968951740969698e-7,8.441367466615334e-8,22
Detector2,0.2,NA,7,50,9.882572594688497e-8,1.3976066813350055e-8,22
Detector2,0.2,NA,8,50,1.391198747463534e-8,1.9674521092482226e-9,22
Detector2,0.2,NA,9,50,1.7417857511500426e-9,2.463257027734133e-10,22
Detector2,0.2,NA,10,50,4.4900762027089656e-11,6.349926661674589e-12,22
Detector,0.2,NA,0,50,0.019112561716392217,0.002651264589708898,23
Detector,0.2,NA,1,50,0.017954643555212858,0.002493580149299459,23
Detector,0.2,NA,2,50,0.01789698373168133,0.002485718164871087,23
Detector,0.2,NA,3,50,0.01789101857704625,0.0024849047553804336,23
Detector,0.2,NA,4,50,0.017890034350737525,0.0024847705451479297,23
Detector,0.2,NA,5,50,0.017889797807255265,0.0024847382897655408,23
Detector,0.2,NA,6,50,0.01788972727104725,0.0024847286713517744,23
Detector,0.2,NA,7,50,0.01788971138830625,0.002484726505559301,23
Detector,0.2,NA,8,50,0.017889709108386085,0.0024847261946662363,23
Detector,0.2,NA,9,50,0.01788970884186001,0.002484726158322372,23
Detector,0.2,NA,10,50,0.017889708813836527,0.0024847261545010513,23
Liar,0.2,NA,0,50,1.4476359141714599e-11,5.941898110964228e-13,23
Liar,0.2,NA,1,50,0.999999999447733,2.3453215631165447e-11,23
Liar,0.2,NA,2,50,1.9999999910399153,3.794242788507716e-10,23
Liar,0.2,NA,3,50,2.9999998977461066,4.326366986476402e-9,23
Liar,0.2,NA,4,50,3.9999989780957477,4.3219144563711905e-8,23
Liar,0.2,NA,5,50,4.999990481092525,4.0248409440702084e-7,23
Liar,0.2,NA,6,50,5.9999151236976935,3.588218054171873e-6,23
Liar,0.2,NA,7,50,6.999265470470023,3.1049036435265206e-5,23
Liar,0.2,NA,8,50,7.993783302039588,2.627396583551588e-4,23
Liar,0.2,NA,9,50,8.948486881674917,0.00217562155474516,23
Liar,0.2,NA,10,50,9.592778545910782,0.01711850467627702,23
Detector2,0.2,NA,0,50,0.006766062422418562,9.503915109451574e-4,23
Detector2,0.2,NA,1,50,4.2956998526279115e-4,6.0724273379196014e-5,23
Detector2,0.2,NA,2,50,5.315648715881564e-5,7.517062904911623e-6,23
Detector2,0.2,NA,3,50,1.0626817176488008e-5,1.5028429269781235e-6,23
Detector2,0.2,NA,4,50,2.966850641171488e-6,4.1957479660855556e-7,23
Detector2,0.2,NA,5,50,9.246566395305901e-7,1.307660751024177e-7,23
Detector2,0.2,NA,6,50,2.2284256788462427e-7,3.151469115483201e-8,23
Detector2,0.2,NA,7,50,3.7048143197758646e-8,5.239398462991088e-9,23
Detector2,0.2,NA,8,50,5.239565998627621e-9,7.409865257383633e-10,23
Detector2,0.2,NA,9,50,6.581531090809347e-10,9.307690523676882e-11,23
Detector2,0.2,NA,10,50,1.5191331529035036e-11,2.1483787078540987e-12,23
Detector,0.2,NA,0,50,0.022025290609381916,0.00304624107080533,24
Detector,0.2,NA,1,50,0.02164425774307868,0.002994708071431054,24
Detector,0.2,NA,2,50,0.02162449781122945,0.002992034508584357,24
Detector,0.2,NA,3,50,0.021622446252901887,0.0029917569218391084,24
Detector,0.2,NA,4,50,0.02162210721179771,0.0029917110476611695,24
Detector,0.2,NA,5,50,0.021622025585332025,0.0029917000031340854,24
Detector,0.2,NA,6,50,0.021622001184108095,0.002991696701508734,24
Detector,0.2,NA,7,50,0.021621995673270236,0.002991695955860786,24
Detector,0.2,NA,8,50,0.021621994879551912,0.0029916958484661467,24
Detector,0.2,NA,9,50,0.02162199478639804,0.002991695835861894,24
Detector,0.2,NA,10,50,0.021621994776555777,0.0029916958345301793,24
Liar,0.2,NA,0,50,5.251585178388794e-12,2.382562029003906e-13,24
Liar,0.2,NA,1,50,0.999999999796927,9.552748542639025e-12,24
Liar,0.2,NA,2,50,1.9999999967112359,1.5423201961918933e-10,24
Liar,0.2,NA,3,50,2.999999962486503,1.757653192355895e-9,24
Liar,0.2,NA,4,50,3.9999996251831833,1.7553939264989926e-8,24
Liar,0.2,NA,5,50,4.999996509087169,1.6344923318266273e-7,24
Liar,0.2,NA,6,50,5.99996887535326,1.45705067883063e-6,24
Liar,0.2,NA,7,50,6.999730643063526,1.260795275089269e-5,24
Liar,0.2,NA,8,50,7.997719332502297,1.0673967104776421e-4,24
Liar,0.2,NA,9,50,8.981037360546512,8.87218425727974e-4,24
Liar,0.2,NA,10,50,9.846363595963586,0.0071754223658230315,24
Detector2,0.2,NA,0,50,0.00265979744963916,3.751516740816288e-4,24
Detector2,0.2,NA,1,50,1.6551664852936638e-4,2.3403714569209728e-5,24
Detector2,0.2,NA,2,50,2.044742089132842e-5,2.8916428661589972e-6,24
Detector2,0.2,NA,3,50,4.0837552899185485e-6,5.775278531495113e-7,24
Detector2,0.2,NA,4,50,1.138900567168393e-6,1.610646793915315e-7,24
Detector2,0.2,NA,5,50,3.5450471682986164e-7,5.013452007367225e-8,24
Detector2,0.2,NA,6,50,8.530795988706966e-8,1.2064366355880819e-8,24
Detector2,0.2,NA,7,50,1.4157416662278467e-8,2.002161036850676e-9,24
Detector2,0.2,NA,8,50,1.9978440335508115e-9,2.825378122109062e-10,24
Detector2,0.2,NA,9,50,2.5011864584085584e-10,3.5372118106205904e-11,24
Detector2,0.2,NA,10,50,5.505533532085041e-12,7.786000189131649e-13,24
Detector,0.2,NA,0,50,0.019903746295488463,0.0027587894357566397,25
Detector,0.2,NA,1,50,0.019764138954281297,0.0027398291575096738,25
Detector,0.2,NA,2,50,0.019756784829008254,0.002738830230100608,25
Detector,0.2,NA,3,50,0.019756020221948518,0.0027387263709226753,25
Detector,0.2,NA,4,50,0.019755893776159758,0.0027387091953451166,25
Detector,0.2,NA,5,50,0.019755863310103417,0.0027387050570325307,25
Detector,0.2,NA,6,50,0.01975585419275027,0.002738703818590035,25
Detector,0.2,NA,7,50,0.01975585213099059,0.0027387035385338836,25
Detector,0.2,NA,8,50,0.019755851833606355,0.0027387034981391253,25
Detector,0.2,NA,9,50,0.019755851798644603,0.0027387034933901463,25
Detector,0.2,NA,10,50,0.0197558517949429,0.002738703492887331,25
Liar,0.2,NA,0,50,1.8215974766664567e-12,1.0381987482706118e-13,25
Liar,0.2,NA,1,50,0.9999999999294238,4.182106410064933e-12,25
Liar,0.2,NA,2,50,1.9999999988574262,6.748098370890671e-11,25
Liar,0.2,NA,3,50,2.999999986968357,7.688988010563165e-10,25
Liar,0.2,NA,4,50,3.9999998697995323,7.678523956386483e-9,25
Liar,0.2,NA,5,50,4.999998787387083,7.149359500504127e-8,25
Liar,0.2,NA,6,50,5.999989188594077,6.373059000780136e-7,25
Liar,0.2,NA,7,50,6.999906435425645,5.514682489823757e-6,25
Liar,0.2,NA,8,50,7.999207647850504,4.669605621612218e-5,25
Liar,0.2,NA,9,50,8.993403445298657,3.8869314061583133e-4,25
Liar,0.2,NA,10,50,9.946044628948922,0.0031768972647946503,25
Detector2,0.2,NA,0,50,0.0010578723029935737,1.4944747205094928e-4,25
Detector2,0.2,NA,1,50,6.521831490757961e-5,9.222661020100665e-6,25
Detector2,0.2,NA,2,50,8.039255412197553e-6,1.1369132635215229e-6,25
Detector2,0.2,NA,3,50,1.602073671737167e-6,2.2656706847143953e-7,25
Detector2,0.2,NA,4,50,4.4564012450205505e-7,6.30230027152528e-8,25
Detector2,0.2,NA,5,50,1.3828679792445573e-7,1.9556703807756968e-8,25
Detector2,0.2,NA,6,50,3.3155225879311775e-8,4.6888568547465e-9,25
Detector2,0.2,NA,7,50,5.478310153544992e-9,7.747500475586349e-10,25
Detector2,0.2,NA,8,50,7.690535426034542e-10,1.0876059493044526e-10,25
Detector2,0.2,NA,9,50,9.5661617374066e-11,1.3528595667600818e-11,25
Detector2,0.2,NA,10,50,2.0551461235076074e-12,2.906415520516977e-13,25
Detector,0.5,NA,0,50,0.5524109448736134,0.03496686772577072,-10
Detector,0.5,NA,1,50,0.5522888964800627,0.034968674871138604,-10
Detector,0.5,NA,2,50,0.5411539011662106,0.03511582168709171,-10
Detector,0.5,NA,3,50,0.5271604038745059,0.035251014287135486,-10
Detector,0.5,NA,4,50,0.5164670433516672,0.03531699074702712,-10
Detector,0.5,NA,5,50,0.5158262377048703,0.03531991728053029,-10
Detector,0.5,NA,6,50,0.541510242420484,0.03511165588846089,-10
Detector,0.5,NA,7,50,0.8523455772614019,0.0177982445555316,-10
Detector,0.5,NA,8,50,0.8911403114262192,0.013719180661033354,-10
Detector,0.5,NA,9,50,0.8023610791299141,0.022426284409448785,-10
Detector,0.5,NA,10,50,0.4599887485795528,0.035128937576153374,-10
Liar,0.5,NA,0,50,0.9155095889164253,0.046310632534745294,-10
Liar,0.5,NA,1,50,1.1238215374440026,0.1701236343665776,-10
Liar,0.5,NA,2,50,1.5071801158363447,0.2092491840575962,-10
Liar,0.5,NA,3,50,2.0004941227135884,0.2768860402376676,-10
Liar,0.5,NA,4,50,1.618052109251804,0.21971160213160074,-10
Liar,0.5,NA,5,50,1.7181726713322067,0.2401526282968649,-10
Liar,0.5,NA,6,50,1.7730238473665971,0.25388357417084706,-10
Liar,0.5,NA,7,50,1.757084905867455,0.24855992468807384,-10
Liar,0.5,NA,8,50,1.7306190911597874,0.24106821030849226,-10
Liar,0.5,NA,9,50,1.7140530754210115,0.23674287273388547,-10
Liar,0.5,NA,10,50,1.7143831990113567,0.2368261869750841,-10
Detector2,0.5,NA,0,50,0.5374498517954955,0.03515699682349827,-10
Detector2,0.5,NA,1,50,0.5296565852800601,0.035230957130901,-10
Detector2,0.5,NA,2,50,0.5135343579823228,0.03532943365849296,-10
Detector2,0.5,NA,3,50,0.4990010073800631,0.035355197922757736,-10
Detector2,0.5,NA,4,50,0.49428621157065056,0.035350722022822564,-10
Detector2,0.5,NA,5,50,0.5023964182956933,0.035354526901842716,-10
Detector2,0.5,NA,6,50,0.5804000734103888,0.03444116711579873,-10
Detector2,0.5,NA,7,50,0.8145909055802945,0.0213592297718787,-10
Detector2,0.5,NA,8,50,0.9821737033104085,0.0024760786209045075,-10
Detector2,0.5,NA,9,50,0.9993899677441598,8.62189605173954e-5,-10
Detector2,0.5,NA,10,50,0.999988779416446,1.5868123388150527e-6,-10
Detector,0.5,NA,0,50,0.46047625065335507,0.03513442097397185,-9
Detector,0.5,NA,1,50,0.45944174320032344,0.03512270486059035,-9
Detector,0.5,NA,2,50,0.5541221054737441,0.03494108729723908,-9
Detector,0.5,NA,3,50,0.4909952230436105,0.03534387176609929,-9
Detector,0.5,NA,4,50,0.4835156311502516,0.035316910009627334,-9
Detector,0.5,NA,5,50,0.4825074881603929,0.03531206582555279,-9
Detector,0.5,NA,6,50,0.48556113910131465,0.03532585543541109,-9
Detector,0.5,NA,7,50,0.6695867154396725,0.031288109778149095,-9
Detector,0.5,NA,8,50,0.8070844584549631,0.022019182889768635,-9
Detector,0.5,NA,9,50,0.7388665140130636,0.027286230823509117,-9
Detector,0.5,NA,10,50,0.42795759987322335,0.03462134702953557,-9
Liar,0.5,NA,0,50,0.9815071210846543,0.03763711232935785,-9
Liar,0.5,NA,1,50,0.6559190028010038,0.12952665655882972,-9
Liar,0.5,NA,2,50,1.1417113436683808,0.2030101775791459,-9
Liar,0.5,NA,3,50,0.9310963015157432,0.17243054764175053,-9
Liar,0.5,NA,4,50,0.9112741973250253,0.16086981758244565,-9
Liar,0.5,NA,5,50,0.9465596782670347,0.17294976343897628,-9
Liar,0.5,NA,6,50,0.9679929906517876,0.18262327088445873,-9
Liar,0.5,NA,7,50,0.9678774036026642,0.18223265307662334,-9
Liar,0.5,NA,8,50,0.953775755676867,0.1749962446019839,-9
Liar,0.5,NA,9,50,0.9454781743005061,0.17116188692274575,-9
Liar,0.5,NA,10,50,0.945193950861697,0.17103610840147143,-9
Detector2,0.5,NA,0,50,0.5099564300744212,0.03534131988959738,-9
Detector2,0.5,NA,1,50,0.5052884652174607,0.03535138380601904,-9
Detector2,0.5,NA,2,50,0.37885831446758766,0.03327993710249587,-9
Detector2,0.5,NA,3,50,0.4688163065134326,0.035217817716676356,-9
Detector2,0.5,NA,4,50,0.46646827395457774,0.03519632818833862,-9
Detector2,0.5,NA,5,50,0.4698968434899327,0.035227183021798086,-9
