role,p,decay,ks,n,val,se,mor
Detector,0.2,NA,6,50,0.4935635200222826,0.035349480216560515,-2
Detector,0.2,NA,7,50,0.4925997114282872,0.03534759422185704,-2
Detector,0.2,NA,8,50,0.48420676545526675,0.0353200648597268,-2
Detector,0.2,NA,9,50,0.434400996238073,0.03474677053629095,-2
Detector,0.2,NA,10,50,0.249247291987519,0.02646319967550148,-2
Liar,0.2,NA,0,50,0.28493942496793484,0.03904423319070451,-2
Liar,0.2,NA,1,50,0.4768928821031876,0.06395431821376091,-2
Liar,0.2,NA,2,50,0.9268907919033674,0.13047984478616922,-2
Liar,0.2,NA,3,50,1.3564471203902206,0.19980632364829984,-2
Liar,0.2,NA,4,50,1.7786669013847651,0.2700427567377614,-2
Liar,0.2,NA,5,50,2.1991146106393056,0.340495814319856,-2
Liar,0.2,NA,6,50,2.6191258537777906,0.4109816210233335,-2
Liar,0.2,NA,7,50,3.03809000625644,0.4813114863212039,-2
Liar,0.2,NA,8,50,3.4456036433378907,0.5497226572657493,-2
Liar,0.2,NA,9,50,3.675993166723716,0.588399529493426,-2
Liar,0.2,NA,10,50,2.3564200451653843,0.36687440561449164,-2
Detector2,0.2,NA,0,50,0.4370561822488283,0.03479503836663079,-2
Detector2,0.2,NA,1,50,0.43069785521497606,0.034676122369629504,-2
Detector2,0.2,NA,2,50,0.4302526376231365,0.034667367357179873,-2
Detector2,0.2,NA,3,50,0.44477196865709834,0.03492398476784479,-2
Detector2,0.2,NA,4,50,0.4614901810034512,0.03514561031699253,-2
Detector2,0.2,NA,5,50,0.479273271594359,0.035294584830711385,-2
Detector2,0.2,NA,6,50,0.4967468132315611,0.03535384236541467,-2
Detector2,0.2,NA,7,50,0.504841638217441,0.0353520239361731,-2
Detector2,0.2,NA,8,50,0.508939349308601,0.03534403780070741,-2
Detector2,0.2,NA,9,50,0.5172092861097909,0.03531345577715722,-2
Detector2,0.2,NA,10,50,0.5034569483114615,0.035353649004593625,-2
Detector,0.2,NA,0,50,0.5676562215303823,0.03470800199036486,-1
Detector,0.2,NA,1,50,0.5669526446517054,0.034721395679752444,-1
Detector,0.2,NA,2,50,0.5657127604493951,0.034744658041867243,-1
Detector,0.2,NA,3,50,0.5669209183520552,0.03472199634048546,-1
Detector,0.2,NA,4,50,0.5674114432751437,0.034712677610541316,-1
Detector,0.2,NA,5,50,0.5683075483215455,0.034695478161109045,-1
Detector,0.2,NA,6,50,0.5692470627492472,0.03467720163694942,-1
Detector,0.2,NA,7,50,0.5679853810773263,0.03470168784805298,-1
Detector,0.2,NA,8,50,0.5581915175243828,0.034876450608263686,-1
Detector,0.2,NA,9,50,0.49854367852965675,0.03535503912270091,-1
Detector,0.2,NA,10,50,0.2816324729559293,0.02861174981141675,-1
Liar,0.2,NA,0,50,0.12259044484267059,0.02042055204693245,-1
Liar,0.2,NA,1,50,0.5767853819726596,0.05980780820046424,-1
Liar,0.2,NA,2,50,1.0541832262718698,0.12995370053885522,-1
Liar,0.2,NA,3,50,1.5306032575923025,0.20169356742643818,-1
Liar,0.2,NA,4,50,2.0099540908720055,0.2731447691987314,-1
Liar,0.2,NA,5,50,2.4898804035818776,0.344524545766702,-1
Liar,0.2,NA,6,50,2.9698467540839864,0.41589121469925655,-1
Liar,0.2,NA,7,50,3.4494037787557668,0.4871959285954862,-1
Liar,0.2,NA,8,50,3.924070600151411,0.5577738336518387,-1
Liar,0.2,NA,9,50,4.315946854722455,0.616041958494113,-1
Liar,0.2,NA,10,50,3.071500414330244,0.43101714459258644,-1
Detector2,0.2,NA,0,50,0.4774952881682673,0.03528371450867896,-1
Detector2,0.2,NA,1,50,0.441894701553887,0.034877868640807774,-1
Detector2,0.2,NA,2,50,0.43514212766816834,0.034760443957861445,-1
Detector2,0.2,NA,3,50,0.46484418426222035,0.035180551967324836,-1
Detector2,0.2,NA,4,50,0.4992445875888985,0.03535525835752589,-1
Detector2,0.2,NA,5,50,0.5239915981619437,0.0352739373817196,-1
Detector2,0.2,NA,6,50,0.5403690470591965,0.0351248703375124,-1
Detector2,0.2,NA,7,50,0.5472201574628938,0.03504000574190693,-1
Detector2,0.2,NA,8,50,0.550564516752484,0.03499375712821905,-1
Detector2,0.2,NA,9,50,0.5564301320664369,0.03490500257695168,-1
Detector2,0.2,NA,10,50,0.524171266026908,0.03527271361761358,-1
Detector,0.2,NA,0,50,0.43694558514304177,0.03479306765439448,0
Detector,0.2,NA,1,50,0.4345467184881862,0.034749471293008434,0
Detector,0.2,NA,2,50,0.3788974006805503,0.03328127613812084,0
Detector,0.2,NA,3,50,0.4128264691913922,0.03428064642791355,0
Detector,0.2,NA,4,50,0.4360586271713459,0.034777137963256384,0
Detector,0.2,NA,5,50,0.4368205340397731,0.03479083522126188,0
Detector,0.2,NA,6,50,0.43665945149949514,0.03478795303064123,0
Detector,0.2,NA,7,50,0.4353659227148704,0.03476454230024525,0
Detector,0.2,NA,8,50,0.426892152702703,0.03459947622804803,0
Detector,0.2,NA,9,50,0.3776740798289076,0.03323916210503555,0
Detector,0.2,NA,10,50,0.25248403250808743,0.026691279288799597,0
Liar,0.2,NA,0,50,0.04427289412255985,0.0075260241907548495,0
Liar,0.2,NA,1,50,0.6400460152019151,0.057210002994467934,0
Liar,0.2,NA,2,50,1.5146485883896024,0.08775521209369863,0
Liar,0.2,NA,3,50,1.6153316842111745,0.20032454117579512,0
Liar,0.2,NA,4,50,1.9197131357314476,0.24389040781328616,0
Liar,0.2,NA,5,50,1.6621013341760071,0.2162179961651691,0
Liar,0.2,NA,6,50,1.369827130355101,0.19603732406921182,0
Liar,0.2,NA,7,50,1.2891643209106574,0.19192075196287958,0
Liar,0.2,NA,8,50,1.1923311000197259,0.1542420577239703,0
Liar,0.2,NA,9,50,1.1188969864467215,0.13409461972831208,0
Liar,0.2,NA,10,50,1.1091993843589185,0.13259469136912574,0
Detector2,0.2,NA,0,50,0.4342976058765883,0.03474485069909635,0
Detector2,0.2,NA,1,50,0.30170970915782525,0.029794787175452687,0
Detector2,0.2,NA,2,50,0.2050802433412697,0.02305484001423359,0
Detector2,0.2,NA,3,50,0.31891563049513444,0.03071791374374075,0
Detector2,0.2,NA,4,50,0.39729618206429357,0.03386361609764531,0
Detector2,0.2,NA,5,50,0.4528611105942731,0.0350410902140997,0
Detector2,0.2,NA,6,50,0.4747221637955681,0.03526497519630433,0
Detector2,0.2,NA,7,50,0.481100699946166,0.035304825678317865,0
Detector2,0.2,NA,8,50,0.4846041166906435,0.03532181749947504,0
Detector2,0.2,NA,9,50,0.5044625743444464,0.035352522713860246,0
Detector2,0.2,NA,10,50,0.7844428766121175,0.023913255316386803,0
Detector,0.2,NA,0,50,0.5269448214818486,0.03525266384477627,1
Detector,0.2,NA,1,50,0.5115268962403529,0.035336548497495554,1
Detector,0.2,NA,2,50,0.44838328297042773,0.03497855219377926,1
Detector,0.2,NA,3,50,0.27448627710258033,0.028163152452134122,1
Detector,0.2,NA,4,50,0.4845810145843536,0.035321716823255904,1
Detector,0.2,NA,5,50,0.523648768878661,0.035276247147842964,1
Detector,0.2,NA,6,50,0.5254703722557172,0.035263593388078655,1
Detector,0.2,NA,7,50,0.5224084854981227,0.03528432570806564,1
Detector,0.2,NA,8,50,0.5047967014847813,0.035352085187953734,1
Detector,0.2,NA,9,50,0.4218786767438729,0.034492252845241385,1
Detector,0.2,NA,10,50,0.22876739779000552,0.02495137653783138,1
Liar,0.2,NA,0,50,0.019577496509621456,0.00279906618371107,1
Liar,0.2,NA,1,50,0.6626864396057963,0.04620924898414798,1
Liar,0.2,NA,2,50,1.6930108992379218,0.06307655920400473,1
Liar,0.2,NA,3,50,1.2461912161051525,0.12841056398039194,1
Liar,0.2,NA,4,50,1.4785462524014727,0.24256280913665612,1
Liar,0.2,NA,5,50,1.4713815284499923,0.24231811122812402,1
Liar,0.2,NA,6,50,1.0958365663479026,0.17416893602483455,1
Liar,0.2,NA,7,50,0.9298513655973499,0.1434280412415094,1
Liar,0.2,NA,8,50,0.8964282863057866,0.13731223211347926,1
Liar,0.2,NA,9,50,0.8914688144977068,0.1364088544369135,1
Liar,0.2,NA,10,50,0.8911059025992927,0.13634285461663367,1
